TempA(K)	TempB(K)	Current(A)	Voltage(V)	R(ohm)
298.990000	300.480000	0.000100	0.000016	0.155962
298.980000	300.480000	0.000100	0.000015	0.150060
298.990000	300.470000	0.000100	0.000015	0.151746
298.970000	300.480000	0.000100	0.000016	0.155119
298.970000	300.480000	0.000100	0.000015	0.154276
298.990000	300.480000	0.000100	0.000015	0.148796
298.990000	300.480000	0.000100	0.000015	0.152167
298.970000	300.470000	0.000100	0.000015	0.150903
298.980000	300.470000	0.000100	0.000016	0.159334
298.990000	300.470000	0.000100	0.000015	0.150903
298.970000	300.470000	0.000100	0.000015	0.150903
298.970000	300.480000	0.000100	0.000015	0.148795
298.980000	300.470000	0.000100	0.000015	0.149217
298.960000	300.480000	0.000100	0.000015	0.147531
298.970000	300.490000	0.000100	0.000015	0.145424
298.980000	300.490000	0.000100	0.000015	0.154276
298.970000	300.470000	0.000100	0.000015	0.150904
298.980000	300.480000	0.000100	0.000016	0.156383
298.980000	300.490000	0.000100	0.000015	0.153432
299.000000	300.500000	0.000100	0.000015	0.150481
298.970000	300.490000	0.000100	0.000016	0.157226
298.990000	300.480000	0.000100	0.000016	0.156383
298.980000	300.480000	0.000100	0.000015	0.152589
298.950000	300.480000	0.000100	0.000015	0.150904
298.970000	300.490000	0.000100	0.000015	0.148374
298.980000	300.470000	0.000100	0.000015	0.153010
298.970000	300.470000	0.000100	0.000014	0.144159
298.990000	300.490000	0.000100	0.000015	0.150481
298.970000	300.470000	0.000100	0.000014	0.144579
298.970000	300.480000	0.000100	0.000015	0.149218
298.980000	300.470000	0.000100	0.000015	0.146687
298.980000	300.490000	0.000100	0.000016	0.155961
298.980000	300.470000	0.000100	0.000015	0.153432
298.980000	300.470000	0.000100	0.000014	0.143736
298.980000	300.470000	0.000100	0.000015	0.154697
298.980000	300.480000	0.000100	0.000015	0.150060
298.970000	300.490000	0.000100	0.000015	0.145844
298.970000	300.470000	0.000100	0.000015	0.152167
298.980000	300.490000	0.000100	0.000015	0.152589
298.970000	300.480000	0.000100	0.000014	0.143737
298.960000	300.470000	0.000100	0.000015	0.146687
298.980000	300.480000	0.000100	0.000015	0.150903
298.970000	300.480000	0.000100	0.000015	0.150482
298.970000	300.480000	0.000100	0.000016	0.155961
298.990000	300.480000	0.000100	0.000015	0.150902
298.970000	300.480000	0.000100	0.000016	0.155118
298.980000	300.480000	0.000100	0.000014	0.143316
298.980000	300.490000	0.000100	0.000015	0.151745
298.980000	300.480000	0.000100	0.000015	0.150902
298.990000	300.490000	0.000100	0.000016	0.155118
298.990000	300.480000	0.000100	0.000015	0.146264
298.980000	300.480000	0.000100	0.000015	0.152590
298.990000	300.480000	0.000100	0.000015	0.150060
298.980000	300.480000	0.000100	0.000015	0.150481
298.980000	300.480000	0.000100	0.000015	0.145002
298.970000	300.480000	0.000100	0.000015	0.145845
298.960000	300.470000	0.000100	0.000015	0.145423
298.990000	300.470000	0.000100	0.000015	0.151325
298.970000	300.470000	0.000100	0.000015	0.153432
298.980000	300.480000	0.000100	0.000015	0.149217
298.980000	300.470000	0.000100	0.000015	0.152167
298.970000	300.470000	0.000100	0.000015	0.148374
298.980000	300.460000	0.000100	0.000015	0.151745
298.970000	300.480000	0.000100	0.000016	0.155961
298.970000	300.490000	0.000100	0.000015	0.148374
298.970000	300.480000	0.000100	0.000015	0.148795
298.960000	300.470000	0.000100	0.000015	0.154275
298.950000	300.470000	0.000100	0.000014	0.142895
298.960000	300.480000	0.000100	0.000015	0.147109
298.960000	300.480000	0.000100	0.000015	0.152167
298.940000	300.490000	0.000100	0.000015	0.147109
298.960000	300.480000	0.000100	0.000015	0.151746
298.960000	300.480000	0.000100	0.000015	0.148795
298.940000	300.470000	0.000100	0.000015	0.147952
298.970000	300.460000	0.000100	0.000015	0.148795
298.950000	300.480000	0.000100	0.000016	0.157647
298.960000	300.450000	0.000100	0.000015	0.149638
298.960000	300.440000	0.000100	0.000015	0.153431
298.950000	300.420000	0.000100	0.000015	0.153432
298.950000	300.400000	0.000100	0.000015	0.154697
298.950000	300.380000	0.000100	0.000015	0.147109
298.940000	300.350000	0.000100	0.000014	0.143315
298.940000	300.330000	0.000100	0.000015	0.153010
298.960000	300.320000	0.000100	0.000015	0.152168
298.950000	300.270000	0.000100	0.000014	0.142894
298.950000	300.260000	0.000100	0.000015	0.152589
298.960000	300.250000	0.000100	0.000015	0.148796
298.960000	300.210000	0.000100	0.000015	0.146687
298.960000	300.200000	0.000100	0.000015	0.147952
298.950000	300.180000	0.000100	0.000015	0.147953
298.950000	300.130000	0.000100	0.000014	0.142051
298.950000	300.120000	0.000100	0.000015	0.146266
298.950000	300.100000	0.000100	0.000015	0.152168
298.970000	300.080000	0.000100	0.000015	0.150903
298.970000	300.050000	0.000100	0.000016	0.156804
298.960000	300.030000	0.000100	0.000015	0.148795
298.960000	300.000000	0.000100	0.000015	0.150481
298.960000	300.000000	0.000100	0.000015	0.145423
298.970000	299.980000	0.000100	0.000015	0.152168
298.950000	299.960000	0.000100	0.000015	0.153853
298.950000	299.920000	0.000100	0.000015	0.147530
298.960000	299.900000	0.000100	0.000015	0.147952
298.950000	299.890000	0.000100	0.000016	0.157646
298.960000	299.860000	0.000100	0.000015	0.150903
298.950000	299.840000	0.000100	0.000015	0.154696
298.950000	299.820000	0.000100	0.000015	0.146688
298.940000	299.800000	0.000100	0.000015	0.151746
298.960000	299.790000	0.000100	0.000015	0.153432
298.950000	299.750000	0.000100	0.000015	0.151745
298.940000	299.730000	0.000100	0.000015	0.148373
298.960000	299.700000	0.000100	0.000015	0.150481
298.950000	299.680000	0.000100	0.000016	0.158069
298.950000	299.670000	0.000100	0.000016	0.157225
298.950000	299.650000	0.000100	0.000015	0.147109
298.940000	299.630000	0.000100	0.000015	0.151324
298.970000	299.610000	0.000100	0.000015	0.145422
298.940000	299.580000	0.000100	0.000015	0.152589
298.930000	299.560000	0.000100	0.000015	0.149637
298.950000	299.540000	0.000100	0.000015	0.150482
298.930000	299.530000	0.000100	0.000015	0.149216
298.960000	299.500000	0.000100	0.000015	0.149218
298.960000	299.480000	0.000100	0.000016	0.160597
298.940000	299.460000	0.000100	0.000015	0.153011
298.920000	299.460000	0.000100	0.000015	0.149639
298.930000	299.420000	0.000100	0.000015	0.150902
298.950000	299.390000	0.000100	0.000015	0.148374
298.940000	299.370000	0.000100	0.000015	0.149639
298.940000	299.350000	0.000100	0.000015	0.146688
298.930000	299.340000	0.000100	0.000016	0.155961
298.930000	299.310000	0.000100	0.000015	0.151323
298.940000	299.300000	0.000100	0.000015	0.153853
298.930000	299.270000	0.000100	0.000015	0.146266
298.920000	299.250000	0.000100	0.000015	0.151746
298.910000	299.230000	0.000100	0.000015	0.151324
298.920000	299.210000	0.000100	0.000015	0.150058
298.920000	299.200000	0.000100	0.000015	0.154274
298.930000	299.180000	0.000100	0.000016	0.157647
298.900000	299.160000	0.000100	0.000015	0.151746
298.910000	299.140000	0.000100	0.000015	0.146266
298.910000	299.110000	0.000100	0.000015	0.147108
298.910000	299.110000	0.000100	0.000015	0.151745
298.890000	299.070000	0.000100	0.000015	0.150060
298.900000	299.060000	0.000100	0.000015	0.147953
298.900000	299.030000	0.000100	0.000015	0.150059
298.890000	299.010000	0.000100	0.000015	0.152588
298.910000	299.000000	0.000100	0.000015	0.150902
298.900000	298.980000	0.000100	0.000015	0.149216
298.900000	298.960000	0.000100	0.000016	0.157647
298.880000	298.950000	0.000100	0.000015	0.147530
298.890000	298.920000	0.000100	0.000015	0.150060
298.880000	298.910000	0.000100	0.000015	0.148373
298.870000	298.880000	0.000100	0.000015	0.145423
298.870000	298.870000	0.000100	0.000015	0.150480
298.880000	298.850000	0.000100	0.000015	0.150902
298.870000	298.820000	0.000100	0.000015	0.154275
298.880000	298.810000	0.000100	0.000015	0.153431
298.840000	298.800000	0.000100	0.000015	0.154275
298.870000	298.780000	0.000100	0.000015	0.154275
298.840000	298.750000	0.000100	0.000015	0.149638
298.850000	298.730000	0.000100	0.000015	0.148373
298.850000	298.720000	0.000100	0.000015	0.148795
298.830000	298.690000	0.000100	0.000016	0.158490
298.830000	298.680000	0.000100	0.000015	0.148795
298.830000	298.660000	0.000100	0.000015	0.150481
298.840000	298.640000	0.000100	0.000015	0.147951
298.810000	298.610000	0.000100	0.000016	0.155539
298.830000	298.600000	0.000100	0.000015	0.151324
298.820000	298.580000	0.000100	0.000014	0.144158
298.810000	298.560000	0.000100	0.000016	0.156803
298.820000	298.540000	0.000100	0.000015	0.146266
298.800000	298.530000	0.000100	0.000015	0.146265
298.810000	298.500000	0.000100	0.000014	0.143315
298.810000	298.490000	0.000100	0.000015	0.150059
298.790000	298.470000	0.000100	0.000015	0.147951
298.780000	298.450000	0.000100	0.000015	0.147529
298.770000	298.440000	0.000100	0.000015	0.151324
298.770000	298.410000	0.000100	0.000015	0.147109
298.770000	298.390000	0.000100	0.000015	0.149217
298.760000	298.370000	0.000100	0.000015	0.149638
298.770000	298.360000	0.000100	0.000016	0.161019
298.760000	298.340000	0.000100	0.000014	0.142472
298.750000	298.320000	0.000100	0.000015	0.146688
298.750000	298.310000	0.000100	0.000016	0.157646
298.730000	298.290000	0.000100	0.000015	0.150902
298.740000	298.270000	0.000100	0.000015	0.147109
298.720000	298.260000	0.000100	0.000015	0.151323
298.710000	298.250000	0.000100	0.000016	0.155539
298.730000	298.220000	0.000100	0.000015	0.153431
298.700000	298.200000	0.000100	0.000015	0.151746
298.710000	298.170000	0.000100	0.000015	0.145843
298.690000	298.160000	0.000100	0.000015	0.147530
298.690000	298.140000	0.000100	0.000015	0.147530
298.670000	298.120000	0.000100	0.000015	0.153010
298.660000	298.110000	0.000100	0.000015	0.150902
298.670000	298.080000	0.000100	0.000015	0.153432
298.670000	298.070000	0.000100	0.000015	0.147952
298.650000	298.060000	0.000100	0.000015	0.151325
298.640000	298.050000	0.000100	0.000015	0.153853
298.670000	298.030000	0.000100	0.000015	0.153010
298.650000	298.010000	0.000100	0.000015	0.152587
298.650000	297.980000	0.000100	0.000015	0.145844
298.640000	297.960000	0.000100	0.000015	0.147952
298.610000	297.950000	0.000100	0.000015	0.149638
298.610000	297.930000	0.000100	0.000015	0.154275
298.600000	297.910000	0.000100	0.000015	0.147951
298.610000	297.900000	0.000100	0.000015	0.147952
298.610000	297.870000	0.000100	0.000015	0.150903
298.590000	297.870000	0.000100	0.000014	0.141629
298.590000	297.840000	0.000100	0.000015	0.147108
298.570000	297.830000	0.000100	0.000015	0.150481
298.560000	297.810000	0.000100	0.000015	0.149637
298.570000	297.780000	0.000100	0.000015	0.147109
298.540000	297.780000	0.000100	0.000015	0.149638
298.540000	297.760000	0.000100	0.000014	0.144581
298.550000	297.740000	0.000100	0.000015	0.150902
298.540000	297.720000	0.000100	0.000014	0.141207
298.530000	297.700000	0.000100	0.000015	0.146686
298.500000	297.680000	0.000100	0.000015	0.146264
298.510000	297.670000	0.000100	0.000015	0.151745
298.500000	297.660000	0.000100	0.000015	0.154695
298.490000	297.630000	0.000100	0.000016	0.157226
298.480000	297.620000	0.000100	0.000015	0.147109
298.480000	297.600000	0.000100	0.000014	0.144157
298.470000	297.580000	0.000100	0.000015	0.148795
298.460000	297.570000	0.000100	0.000015	0.151745
298.460000	297.550000	0.000100	0.000014	0.142893
298.450000	297.540000	0.000100	0.000015	0.145843
298.450000	297.510000	0.000100	0.000015	0.152166
298.430000	297.490000	0.000100	0.000015	0.152167
298.410000	297.480000	0.000100	0.000015	0.151324
298.430000	297.470000	0.000100	0.000015	0.149216
298.410000	297.450000	0.000100	0.000015	0.147529
298.400000	297.420000	0.000100	0.000015	0.153853
298.390000	297.410000	0.000100	0.000015	0.146687
298.410000	297.410000	0.000100	0.000015	0.147108
298.380000	297.390000	0.000100	0.000015	0.148794
298.370000	297.360000	0.000100	0.000015	0.152588
298.360000	297.350000	0.000100	0.000015	0.147108
298.360000	297.330000	0.000100	0.000015	0.147530
298.340000	297.320000	0.000100	0.000015	0.151745
298.330000	297.300000	0.000100	0.000015	0.149216
298.310000	297.270000	0.000100	0.000015	0.150060
298.320000	297.270000	0.000100	0.000015	0.145001
298.310000	297.250000	0.000100	0.000015	0.145421
298.300000	297.230000	0.000100	0.000015	0.147951
298.280000	297.210000	0.000100	0.000015	0.148794
298.280000	297.190000	0.000100	0.000015	0.145423
298.270000	297.180000	0.000100	0.000015	0.153852
298.260000	297.170000	0.000100	0.000015	0.149215
298.250000	297.150000	0.000100	0.000015	0.152167
298.260000	297.130000	0.000100	0.000016	0.155539
298.240000	297.120000	0.000100	0.000016	0.161440
298.230000	297.110000	0.000100	0.000015	0.150059
298.210000	297.080000	0.000100	0.000015	0.153431
298.200000	297.060000	0.000100	0.000015	0.147108
298.210000	297.040000	0.000100	0.000015	0.150059
298.190000	297.030000	0.000100	0.000015	0.153431
298.180000	297.000000	0.000100	0.000015	0.150902
298.180000	296.990000	0.000100	0.000015	0.147529
298.170000	296.990000	0.000100	0.000015	0.154274
298.140000	296.980000	0.000100	0.000015	0.150902
298.140000	296.950000	0.000100	0.000015	0.150482
298.140000	296.930000	0.000100	0.000015	0.152588
298.130000	296.920000	0.000100	0.000015	0.154696
298.120000	296.890000	0.000100	0.000015	0.147951
298.120000	296.880000	0.000100	0.000015	0.147951
298.110000	296.870000	0.000100	0.000016	0.155117
298.090000	296.840000	0.000100	0.000015	0.148794
298.080000	296.830000	0.000100	0.000015	0.145001
298.070000	296.810000	0.000100	0.000015	0.148373
298.060000	296.800000	0.000100	0.000014	0.143735
298.060000	296.790000	0.000100	0.000015	0.151745
298.040000	296.770000	0.000100	0.000015	0.150902
298.040000	296.750000	0.000100	0.000015	0.149216
298.020000	296.740000	0.000100	0.000015	0.145000
298.020000	296.720000	0.000100	0.000015	0.147530
298.000000	296.700000	0.000100	0.000015	0.146687
297.990000	296.680000	0.000100	0.000014	0.142893
297.990000	296.670000	0.000100	0.000015	0.150059
297.980000	296.670000	0.000100	0.000015	0.150059
297.960000	296.630000	0.000100	0.000015	0.145423
297.960000	296.620000	0.000100	0.000015	0.149215
297.950000	296.600000	0.000100	0.000015	0.145422
297.930000	296.600000	0.000100	0.000015	0.152589
297.920000	296.590000	0.000100	0.000014	0.143737
297.910000	296.560000	0.000100	0.000015	0.150481
297.900000	296.540000	0.000100	0.000015	0.152167
297.900000	296.530000	0.000100	0.000015	0.152587
297.890000	296.520000	0.000100	0.000015	0.152168
297.860000	296.500000	0.000100	0.000015	0.149216
297.850000	296.480000	0.000100	0.000015	0.154275
297.840000	296.460000	0.000100	0.000015	0.153009
297.840000	296.450000	0.000100	0.000015	0.153431
297.830000	296.430000	0.000100	0.000015	0.146265
297.820000	296.430000	0.000100	0.000015	0.148373
297.810000	296.400000	0.000100	0.000015	0.148372
297.800000	296.390000	0.000100	0.000015	0.146687
297.780000	296.370000	0.000100	0.000014	0.142893
297.770000	296.370000	0.000100	0.000015	0.147951
297.770000	296.340000	0.000100	0.000015	0.150059
297.770000	296.310000	0.000100	0.000015	0.151745
297.770000	296.310000	0.000100	0.000015	0.151744
297.740000	296.300000	0.000100	0.000015	0.145843
297.720000	296.270000	0.000100	0.000015	0.154696
297.720000	296.260000	0.000100	0.000015	0.153431
297.700000	296.260000	0.000100	0.000014	0.142472
297.690000	296.230000	0.000100	0.000016	0.155117
297.680000	296.220000	0.000100	0.000015	0.148373
297.700000	296.210000	0.000100	0.000014	0.143735
297.680000	296.190000	0.000100	0.000015	0.150902
297.650000	296.170000	0.000100	0.000014	0.142470
297.630000	296.150000	0.000100	0.000016	0.158067
297.630000	296.140000	0.000100	0.000014	0.143314
297.630000	296.120000	0.000100	0.000015	0.150902
297.610000	296.100000	0.000100	0.000015	0.149216
297.590000	296.090000	0.000100	0.000015	0.152167
297.590000	296.070000	0.000100	0.000015	0.154274
297.590000	296.070000	0.000100	0.000016	0.155117
297.560000	296.040000	0.000100	0.000014	0.144999
297.570000	296.030000	0.000100	0.000015	0.147951
297.530000	296.020000	0.000100	0.000015	0.148794
297.520000	295.990000	0.000100	0.000015	0.154274
297.510000	295.980000	0.000100	0.000015	0.147108
297.510000	295.960000	0.000100	0.000015	0.153431
297.490000	295.940000	0.000100	0.000014	0.144578
297.500000	295.940000	0.000100	0.000015	0.152587
297.490000	295.920000	0.000100	0.000014	0.143316
297.480000	295.900000	0.000100	0.000015	0.147951
297.440000	295.890000	0.000100	0.000016	0.156381
297.440000	295.880000	0.000100	0.000015	0.145000
297.440000	295.850000	0.000100	0.000015	0.151744
297.430000	295.850000	0.000100	0.000015	0.147951
297.410000	295.820000	0.000100	0.000014	0.142472
297.400000	295.800000	0.000100	0.000014	0.143736
297.390000	295.800000	0.000100	0.000015	0.150903
297.370000	295.780000	0.000100	0.000015	0.152588
297.370000	295.750000	0.000100	0.000015	0.151744
297.370000	295.750000	0.000100	0.000015	0.146264
297.340000	295.740000	0.000100	0.000014	0.143736
297.330000	295.710000	0.000100	0.000015	0.147108
297.310000	295.700000	0.000100	0.000015	0.150058
297.300000	295.690000	0.000100	0.000015	0.151323
297.300000	295.670000	0.000100	0.000015	0.147951
297.290000	295.630000	0.000100	0.000015	0.153853
297.270000	295.640000	0.000100	0.000015	0.153430
297.250000	295.630000	0.000100	0.000015	0.147951
297.260000	295.600000	0.000100	0.000015	0.150480
297.230000	295.590000	0.000100	0.000015	0.150480
297.230000	295.560000	0.000100	0.000014	0.144158
297.200000	295.550000	0.000100	0.000015	0.146687
297.230000	295.540000	0.000100	0.000015	0.149637
297.200000	295.520000	0.000100	0.000015	0.154696
297.160000	295.510000	0.000100	0.000014	0.140363
297.160000	295.500000	0.000100	0.000015	0.153009
297.150000	295.480000	0.000100	0.000015	0.145422
297.130000	295.460000	0.000100	0.000016	0.156382
297.150000	295.450000	0.000100	0.000014	0.142050
297.110000	295.440000	0.000100	0.000015	0.150901
297.110000	295.410000	0.000100	0.000014	0.143315
297.120000	295.400000	0.000100	0.000014	0.142471
297.100000	295.380000	0.000100	0.000014	0.135305
297.080000	295.380000	0.000100	0.000014	0.144578
297.080000	295.360000	0.000100	0.000015	0.147951
297.060000	295.340000	0.000100	0.000016	0.155960
297.040000	295.320000	0.000100	0.000015	0.150059
297.040000	295.320000	0.000100	0.000015	0.153431
297.020000	295.300000	0.000100	0.000015	0.152166
297.000000	295.270000	0.000100	0.000015	0.150481
297.000000	295.270000	0.000100	0.000015	0.147529
296.980000	295.240000	0.000100	0.000015	0.146687
296.980000	295.230000	0.000100	0.000015	0.150058
296.960000	295.220000	0.000100	0.000014	0.142893
296.950000	295.210000	0.000100	0.000016	0.155117
296.930000	295.170000	0.000100	0.000014	0.144999
296.920000	295.180000	0.000100	0.000014	0.145000
296.910000	295.150000	0.000100	0.000015	0.148794
