TempA(K)	TempB(K)	Current(A)	Voltage(V)	R(ohm)
299.010000	300.430000	0.010000	0.001667	0.166669
298.990000	300.440000	0.010000	0.001667	0.166703
299.010000	300.440000	0.010000	0.001667	0.166690
298.980000	300.450000	0.010000	0.001667	0.166724
299.000000	300.440000	0.010000	0.001668	0.166799
299.010000	300.430000	0.010000	0.001668	0.166783
299.010000	300.450000	0.010000	0.001667	0.166673
299.000000	300.460000	0.010000	0.001667	0.166711
298.990000	300.440000	0.010000	0.001668	0.166766
299.010000	300.440000	0.010000	0.001667	0.166719
299.010000	300.450000	0.010000	0.001668	0.166762
299.000000	300.450000	0.010000	0.001668	0.166791
299.010000	300.470000	0.010000	0.001668	0.166778
299.000000	300.440000	0.010000	0.001667	0.166749
298.990000	300.440000	0.010000	0.001668	0.166795
298.990000	300.450000	0.010000	0.001668	0.166799
299.000000	300.460000	0.010000	0.001668	0.166812
299.010000	300.450000	0.010000	0.001668	0.166812
298.980000	300.450000	0.010000	0.001668	0.166837
299.000000	300.450000	0.010000	0.001668	0.166795
299.010000	300.450000	0.010000	0.001668	0.166820
298.990000	300.440000	0.010000	0.001667	0.166749
299.010000	300.450000	0.010000	0.001669	0.166896
299.000000	300.450000	0.010000	0.001669	0.166875
299.010000	300.450000	0.010000	0.001668	0.166829
299.000000	300.450000	0.010000	0.001669	0.166879
299.010000	300.460000	0.010000	0.001668	0.166808
299.010000	300.460000	0.010000	0.001668	0.166812
299.010000	300.440000	0.010000	0.001669	0.166892
299.000000	300.460000	0.010000	0.001669	0.166854
299.010000	300.440000	0.010000	0.001668	0.166850
299.000000	300.450000	0.010000	0.001669	0.166854
299.020000	300.440000	0.010000	0.001669	0.166875
299.010000	300.450000	0.010000	0.001669	0.166913
299.010000	300.460000	0.010000	0.001668	0.166846
299.020000	300.450000	0.010000	0.001669	0.166862
299.010000	300.460000	0.010000	0.001669	0.166888
299.010000	300.460000	0.010000	0.001669	0.166883
299.010000	300.450000	0.010000	0.001669	0.166883
299.020000	300.440000	0.010000	0.001669	0.166892
299.010000	300.450000	0.010000	0.001669	0.166883
298.990000	300.440000	0.010000	0.001669	0.166888
299.020000	300.460000	0.010000	0.001669	0.166938
299.000000	300.440000	0.010000	0.001669	0.166896
299.000000	300.460000	0.010000	0.001670	0.166955
299.010000	300.440000	0.010000	0.001670	0.166963
299.000000	300.430000	0.010000	0.001669	0.166930
299.010000	300.460000	0.010000	0.001670	0.166968
299.020000	300.450000	0.010000	0.001669	0.166879
299.020000	300.460000	0.010000	0.001669	0.166930
299.010000	300.460000	0.010000	0.001670	0.166959
298.990000	300.440000	0.010000	0.001669	0.166930
299.020000	300.450000	0.010000	0.001670	0.166955
299.020000	300.440000	0.010000	0.001670	0.166963
299.000000	300.450000	0.010000	0.001670	0.167014
299.020000	300.460000	0.010000	0.001669	0.166934
298.990000	300.460000	0.010000	0.001670	0.167006
299.010000	300.440000	0.010000	0.001670	0.166976
299.010000	300.450000	0.010000	0.001670	0.167010
299.010000	300.460000	0.010000	0.001669	0.166934
299.020000	300.460000	0.010000	0.001670	0.166976
298.980000	300.450000	0.010000	0.001670	0.166951
299.020000	300.440000	0.010000	0.001670	0.167010
299.010000	300.460000	0.010000	0.001670	0.167006
299.010000	300.450000	0.010000	0.001670	0.166997
299.020000	300.450000	0.010000	0.001670	0.167010
299.010000	300.440000	0.010000	0.001669	0.166934
299.010000	300.460000	0.010000	0.001670	0.166997
299.000000	300.440000	0.010000	0.001670	0.166963
299.020000	300.450000	0.010000	0.001670	0.167026
299.010000	300.450000	0.010000	0.001670	0.167014
299.000000	300.440000	0.010000	0.001670	0.166989
299.000000	300.450000	0.010000	0.001671	0.167064
299.020000	300.460000	0.010000	0.001670	0.167001
299.000000	300.460000	0.010000	0.001670	0.166972
299.000000	300.450000	0.010000	0.001670	0.167018
299.010000	300.440000	0.010000	0.001670	0.167031
299.000000	300.470000	0.010000	0.001671	0.167106
299.010000	300.450000	0.010000	0.001670	0.167022
299.020000	300.450000	0.010000	0.001670	0.166988
299.000000	300.440000	0.010000	0.001671	0.167073
299.020000	300.470000	0.010000	0.001670	0.167022
299.020000	300.470000	0.010000	0.001670	0.167005
299.000000	300.450000	0.010000	0.001670	0.167035
299.000000	300.470000	0.010000	0.001670	0.167030
298.990000	300.450000	0.010000	0.001670	0.167026
299.020000	300.460000	0.010000	0.001671	0.167052
299.010000	300.470000	0.010000	0.001670	0.167039
299.000000	300.460000	0.010000	0.001670	0.167039
299.000000	300.450000	0.010000	0.001671	0.167085
299.000000	300.460000	0.010000	0.001670	0.167014
299.000000	300.440000	0.010000	0.001671	0.167085
298.990000	300.460000	0.010000	0.001670	0.167014
299.020000	300.460000	0.010000	0.001670	0.167047
299.000000	300.450000	0.010000	0.001671	0.167098
299.000000	300.440000	0.010000	0.001671	0.167081
299.010000	300.460000	0.010000	0.001672	0.167157
299.010000	300.450000	0.010000	0.001671	0.167064
299.010000	300.460000	0.010000	0.001671	0.167123
299.020000	300.460000	0.010000	0.001670	0.167026
299.000000	300.470000	0.010000	0.001671	0.167106
299.020000	300.460000	0.010000	0.001671	0.167073
299.010000	300.460000	0.010000	0.001671	0.167051
299.030000	300.460000	0.010000	0.001671	0.167127
299.010000	300.460000	0.010000	0.001670	0.167039
299.000000	300.450000	0.010000	0.001671	0.167064
299.030000	300.460000	0.010000	0.001671	0.167123
299.010000	300.460000	0.010000	0.001671	0.167081
299.020000	300.470000	0.010000	0.001671	0.167051
299.010000	300.450000	0.010000	0.001671	0.167102
298.990000	300.440000	0.010000	0.001671	0.167085
299.020000	300.460000	0.010000	0.001671	0.167072
299.020000	300.450000	0.010000	0.001671	0.167085
299.010000	300.450000	0.010000	0.001671	0.167127
299.020000	300.460000	0.010000	0.001671	0.167106
299.010000	300.470000	0.010000	0.001671	0.167098
299.000000	300.450000	0.010000	0.001671	0.167110
299.000000	300.450000	0.010000	0.001671	0.167110
299.010000	300.460000	0.010000	0.001671	0.167076
299.010000	300.440000	0.010000	0.001671	0.167119
299.000000	300.430000	0.010000	0.001671	0.167140
299.020000	300.460000	0.010000	0.001672	0.167161
299.020000	300.460000	0.010000	0.001671	0.167127
299.010000	300.450000	0.010000	0.001671	0.167110
299.040000	300.460000	0.010000	0.001671	0.167098
299.030000	300.440000	0.010000	0.001671	0.167106
299.000000	300.450000	0.010000	0.001671	0.167148
299.020000	300.450000	0.010000	0.001672	0.167195
299.010000	300.450000	0.010000	0.001671	0.167140
299.020000	300.460000	0.010000	0.001671	0.167119
299.010000	300.450000	0.010000	0.001671	0.167148
299.010000	300.460000	0.010000	0.001671	0.167127
299.010000	300.450000	0.010000	0.001671	0.167144
299.000000	300.440000	0.010000	0.001671	0.167135
299.040000	300.450000	0.010000	0.001671	0.167131
299.000000	300.460000	0.010000	0.001672	0.167173
299.020000	300.470000	0.010000	0.001672	0.167182
299.010000	300.460000	0.010000	0.001672	0.167177
299.000000	300.460000	0.010000	0.001671	0.167131
299.010000	300.460000	0.010000	0.001672	0.167169
299.000000	300.460000	0.010000	0.001672	0.167156
299.010000	300.460000	0.010000	0.001672	0.167224
299.020000	300.460000	0.010000	0.001671	0.167139
298.990000	300.460000	0.010000	0.001672	0.167173
299.000000	300.470000	0.010000	0.001672	0.167152
299.030000	300.450000	0.010000	0.001671	0.167135
299.010000	300.460000	0.010000	0.001672	0.167152
299.020000	300.460000	0.010000	0.001672	0.167161
299.000000	300.460000	0.010000	0.001672	0.167169
299.000000	300.460000	0.010000	0.001672	0.167190
299.010000	300.470000	0.010000	0.001672	0.167224
299.020000	300.460000	0.010000	0.001672	0.167182
299.010000	300.450000	0.010000	0.001671	0.167144
299.000000	300.470000	0.010000	0.001672	0.167211
299.000000	300.460000	0.010000	0.001672	0.167236
299.020000	300.460000	0.010000	0.001672	0.167228
299.020000	300.470000	0.010000	0.001671	0.167148
299.000000	300.460000	0.010000	0.001672	0.167198
299.010000	300.470000	0.010000	0.001672	0.167203
299.020000	300.450000	0.010000	0.001672	0.167182
299.020000	300.460000	0.010000	0.001673	0.167253
299.020000	300.470000	0.010000	0.001673	0.167283
299.010000	300.450000	0.010000	0.001672	0.167228
299.010000	300.450000	0.010000	0.001672	0.167211
299.020000	300.460000	0.010000	0.001672	0.167186
299.000000	300.460000	0.010000	0.001673	0.167283
299.020000	300.460000	0.010000	0.001672	0.167177
299.020000	300.450000	0.010000	0.001671	0.167135
299.010000	300.470000	0.010000	0.001673	0.167295
299.000000	300.470000	0.010000	0.001672	0.167190
299.010000	300.470000	0.010000	0.001672	0.167211
299.010000	300.470000	0.010000	0.001673	0.167253
299.000000	300.460000	0.010000	0.001672	0.167228
299.000000	300.470000	0.010000	0.001673	0.167270
299.020000	300.470000	0.010000	0.001673	0.167291
299.010000	300.460000	0.010000	0.001672	0.167219
299.010000	300.470000	0.010000	0.001672	0.167219
299.030000	300.460000	0.010000	0.001672	0.167215
299.010000	300.470000	0.010000	0.001673	0.167257
299.010000	300.460000	0.010000	0.001672	0.167186
299.020000	300.470000	0.010000	0.001673	0.167287
299.020000	300.460000	0.010000	0.001672	0.167211
299.010000	300.470000	0.010000	0.001672	0.167240
299.010000	300.470000	0.010000	0.001673	0.167304
299.010000	300.470000	0.010000	0.001672	0.167244
299.020000	300.470000	0.010000	0.001673	0.167257
299.010000	300.460000	0.010000	0.001673	0.167266
299.010000	300.460000	0.010000	0.001673	0.167278
299.010000	300.480000	0.010000	0.001672	0.167177
299.020000	300.460000	0.010000	0.001673	0.167270
299.010000	300.470000	0.010000	0.001672	0.167249
299.010000	300.460000	0.010000	0.001673	0.167253
299.020000	300.450000	0.010000	0.001673	0.167266
299.010000	300.450000	0.010000	0.001672	0.167194
299.020000	300.470000	0.010000	0.001672	0.167249
299.010000	300.480000	0.010000	0.001673	0.167270
298.990000	300.460000	0.010000	0.001673	0.167257
299.020000	300.460000	0.010000	0.001672	0.167244
299.000000	300.470000	0.010000	0.001673	0.167265
299.020000	300.470000	0.010000	0.001672	0.167236
299.020000	300.470000	0.010000	0.001672	0.167227
299.040000	300.460000	0.010000	0.001673	0.167278
299.020000	300.460000	0.010000	0.001672	0.167198
299.010000	300.470000	0.010000	0.001673	0.167253
299.020000	300.460000	0.010000	0.001673	0.167278
299.020000	300.470000	0.010000	0.001673	0.167303
299.020000	300.470000	0.010000	0.001673	0.167307
299.020000	300.460000	0.010000	0.001673	0.167303
299.020000	300.470000	0.010000	0.001673	0.167333
299.020000	300.470000	0.010000	0.001673	0.167312
299.020000	300.460000	0.010000	0.001673	0.167269
299.020000	300.460000	0.010000	0.001673	0.167270
299.030000	300.460000	0.010000	0.001672	0.167236
299.010000	300.470000	0.010000	0.001672	0.167244
299.010000	300.480000	0.010000	0.001673	0.167312
299.010000	300.460000	0.010000	0.001673	0.167307
299.000000	300.470000	0.010000	0.001673	0.167265
299.020000	300.460000	0.010000	0.001674	0.167354
299.030000	300.470000	0.010000	0.001673	0.167312
299.020000	300.470000	0.010000	0.001673	0.167337
298.990000	300.450000	0.010000	0.001673	0.167312
299.030000	300.460000	0.010000	0.001673	0.167329
299.010000	300.460000	0.010000	0.001673	0.167307
299.020000	300.470000	0.010000	0.001673	0.167303
299.010000	300.460000	0.010000	0.001673	0.167333
299.000000	300.470000	0.010000	0.001673	0.167299
299.020000	300.480000	0.010000	0.001673	0.167324
299.000000	300.490000	0.010000	0.001673	0.167312
299.010000	300.470000	0.010000	0.001673	0.167265
299.020000	300.460000	0.010000	0.001673	0.167316
299.020000	300.480000	0.010000	0.001673	0.167273
299.010000	300.470000	0.010000	0.001673	0.167303
299.010000	300.470000	0.010000	0.001673	0.167307
299.010000	300.480000	0.010000	0.001673	0.167350
299.010000	300.470000	0.010000	0.001673	0.167324
299.010000	300.470000	0.010000	0.001673	0.167316
299.010000	300.470000	0.010000	0.001673	0.167286
299.020000	300.470000	0.010000	0.001673	0.167337
299.030000	300.480000	0.010000	0.001673	0.167290
299.030000	300.470000	0.010000	0.001674	0.167404
299.010000	300.460000	0.010000	0.001673	0.167316
299.010000	300.470000	0.010000	0.001673	0.167333
299.010000	300.470000	0.010000	0.001673	0.167299
299.030000	300.480000	0.010000	0.001674	0.167417
299.020000	300.470000	0.010000	0.001673	0.167328
299.020000	300.470000	0.010000	0.001673	0.167324
299.030000	300.460000	0.010000	0.001673	0.167261
299.010000	300.470000	0.010000	0.001674	0.167358
298.990000	300.480000	0.010000	0.001673	0.167324
299.020000	300.460000	0.010000	0.001673	0.167320
299.030000	300.470000	0.010000	0.001673	0.167303
299.020000	300.470000	0.010000	0.001673	0.167282
299.010000	300.470000	0.010000	0.001673	0.167345
299.020000	300.460000	0.010000	0.001674	0.167400
299.010000	300.460000	0.010000	0.001673	0.167324
299.020000	300.460000	0.010000	0.001674	0.167379
299.010000	300.480000	0.010000	0.001673	0.167332
299.000000	300.470000	0.010000	0.001673	0.167345
299.000000	300.470000	0.010000	0.001673	0.167324
299.010000	300.470000	0.010000	0.001674	0.167391
299.010000	300.470000	0.010000	0.001674	0.167362
299.010000	300.470000	0.010000	0.001674	0.167391
299.010000	300.470000	0.010000	0.001674	0.167358
299.000000	300.470000	0.010000	0.001674	0.167417
299.010000	300.470000	0.010000	0.001674	0.167396
299.050000	300.470000	0.010000	0.001674	0.167417
298.990000	300.480000	0.010000	0.001674	0.167366
299.030000	300.470000	0.010000	0.001674	0.167446
299.010000	300.460000	0.010000	0.001674	0.167395
299.000000	300.470000	0.010000	0.001673	0.167337
299.000000	300.470000	0.010000	0.001674	0.167433
299.020000	300.480000	0.010000	0.001674	0.167433
299.010000	300.480000	0.010000	0.001674	0.167383
299.000000	300.460000	0.010000	0.001674	0.167396
299.020000	300.480000	0.010000	0.001674	0.167400
299.030000	300.470000	0.010000	0.001674	0.167358
299.030000	300.470000	0.010000	0.001673	0.167336
299.020000	300.480000	0.010000	0.001674	0.167362
299.010000	300.470000	0.010000	0.001674	0.167387
299.010000	300.480000	0.010000	0.001674	0.167396
299.010000	300.470000	0.010000	0.001674	0.167404
299.010000	300.480000	0.010000	0.001673	0.167349
299.020000	300.490000	0.010000	0.001674	0.167404
299.020000	300.480000	0.010000	0.001674	0.167417
299.010000	300.470000	0.010000	0.001674	0.167404
299.010000	300.460000	0.010000	0.001674	0.167400
299.000000	300.480000	0.010000	0.001674	0.167438
299.030000	300.470000	0.010000	0.001674	0.167395
299.010000	300.470000	0.010000	0.001674	0.167433
299.030000	300.470000	0.010000	0.001674	0.167421
299.020000	300.470000	0.010000	0.001674	0.167362
