TempA(K)	Current(A)	Voltage(V)	R(ohm)
5.998000	1.000000E-4	1.632086E-4	1.632086
6.110000	1.000000E-4	1.638833E-4	1.638832
5.963000	1.000000E-4	1.643467E-4	1.643467
6.131000	1.000000E-4	1.641360E-4	1.641360
5.967000	1.000000E-4	1.645154E-4	1.645154
6.117000	1.000000E-4	1.643046E-4	1.643046
5.989000	1.000000E-4	1.639253E-4	1.639253
6.066000	1.000000E-4	1.641782E-4	1.641782
6.021000	1.000000E-4	1.635880E-4	1.635879
6.068000	1.000000E-4	1.640096E-4	1.640096
6.065000	1.000000E-4	1.641362E-4	1.641362
6.008000	1.000000E-4	1.638411E-4	1.638410
6.111000	1.000000E-4	1.638410E-4	1.638409
5.973000	1.000000E-4	1.647684E-4	1.647684
6.140000	1.000000E-4	1.641782E-4	1.641782
5.978000	1.000000E-4	1.640940E-4	1.640939
6.132000	1.000000E-4	1.645154E-4	1.645154
6.002000	1.000000E-4	1.643889E-4	1.643889
6.086000	1.000000E-4	1.642624E-4	1.642624
6.035000	1.000000E-4	1.635881E-4	1.635881
6.093000	1.000000E-4	1.638833E-4	1.638832
6.081000	1.000000E-4	1.639674E-4	1.639674
6.034000	1.000000E-4	1.640097E-4	1.640097
6.130000	1.000000E-4	1.632929E-4	1.632929
6.001000	1.000000E-4	1.637989E-4	1.637989
6.164000	1.000000E-4	1.641782E-4	1.641782
6.007000	1.000000E-4	1.641359E-4	1.641359
6.163000	1.000000E-4	1.638410E-4	1.638410
6.033000	1.000000E-4	1.635038E-4	1.635038
6.171000	1.000000E-4	1.632086E-4	1.632086
6.066000	1.000000E-4	1.642204E-4	1.642203
6.131000	1.000000E-4	1.641782E-4	1.641782
6.112000	1.000000E-4	1.642625E-4	1.642625
6.074000	1.000000E-4	1.647261E-4	1.647261
6.163000	1.000000E-4	1.636724E-4	1.636724
6.041000	1.000000E-4	1.640518E-4	1.640517
6.201000	1.000000E-4	1.637566E-4	1.637566
6.047000	1.000000E-4	1.639253E-4	1.639253
6.203000	1.000000E-4	1.639674E-4	1.639674
6.071000	1.000000E-4	1.643046E-4	1.643046
6.213000	1.000000E-4	1.632930E-4	1.632930
6.107000	1.000000E-4	1.641360E-4	1.641360
6.179000	1.000000E-4	1.642625E-4	1.642625
6.153000	1.000000E-4	1.637145E-4	1.637145
6.124000	1.000000E-4	1.640094E-4	1.640095
6.204000	1.000000E-4	1.641782E-4	1.641782
6.090000	1.000000E-4	1.643046E-4	1.643046
6.244000	1.000000E-4	1.638410E-4	1.638410
6.095000	1.000000E-4	1.642203E-4	1.642203
6.253000	1.000000E-4	1.645154E-4	1.645154
6.121000	1.000000E-4	1.650634E-4	1.650634
6.262000	1.000000E-4	1.637145E-4	1.637145
6.154000	1.000000E-4	1.640095E-4	1.640095
6.231000	1.000000E-4	1.635459E-4	1.635459
6.200000	1.000000E-4	1.645575E-4	1.645575
6.180000	1.000000E-4	1.635037E-4	1.635037
6.253000	1.000000E-4	1.639675E-4	1.639675
6.144000	1.000000E-4	1.636723E-4	1.636723
6.263000	1.000000E-4	1.640518E-4	1.640518
6.149000	1.000000E-4	1.640938E-4	1.640938
6.304000	1.000000E-4	1.646840E-4	1.646840
6.173000	1.000000E-4	1.639674E-4	1.639674
6.315000	1.000000E-4	1.641781E-4	1.641781
6.208000	1.000000E-4	1.643890E-4	1.643890
6.289000	1.000000E-4	1.633350E-4	1.633350
6.253000	1.000000E-4	1.642204E-4	1.642203
6.239000	1.000000E-4	1.640516E-4	1.640516
6.305000	1.000000E-4	1.643469E-4	1.643469
6.204000	1.000000E-4	1.644310E-4	1.644310
6.316000	1.000000E-4	1.636302E-4	1.636302
6.205000	1.000000E-4	1.638830E-4	1.638830
6.359000	1.000000E-4	1.639674E-4	1.639674
6.231000	1.000000E-4	1.637145E-4	1.637145
6.373000	1.000000E-4	1.637567E-4	1.637567
6.265000	1.000000E-4	1.641782E-4	1.641782
6.351000	1.000000E-4	1.641781E-4	1.641781
6.310000	1.000000E-4	1.642203E-4	1.642203
6.303000	1.000000E-4	1.640516E-4	1.640516
6.362000	1.000000E-4	1.635037E-4	1.635037
6.268000	1.000000E-4	1.633773E-4	1.633773
6.374000	1.000000E-4	1.640095E-4	1.640095
6.268000	1.000000E-4	1.635039E-4	1.635038
6.420000	1.000000E-4	1.638832E-4	1.638832
6.292000	1.000000E-4	1.644732E-4	1.644732
6.441000	1.000000E-4	1.639674E-4	1.639674
6.327000	1.000000E-4	1.639252E-4	1.639252
6.419000	1.000000E-4	1.637988E-4	1.637988
6.371000	1.000000E-4	1.641361E-4	1.641361
6.371000	1.000000E-4	1.637569E-4	1.637568
6.426000	1.000000E-4	1.637145E-4	1.637145
6.334000	1.000000E-4	1.640518E-4	1.640518
6.441000	1.000000E-4	1.638830E-4	1.638830
6.331000	1.000000E-4	1.636304E-4	1.636304
6.494000	1.000000E-4	1.642203E-4	1.642203
6.355000	1.000000E-4	1.638831E-4	1.638831
6.517000	1.000000E-4	1.642626E-4	1.642626
6.390000	1.000000E-4	1.643469E-4	1.643469
6.498000	1.000000E-4	1.640518E-4	1.640518
6.440000	1.000000E-4	1.643890E-4	1.643890
6.446000	1.000000E-4	1.640517E-4	1.640517
6.453000	1.000000E-4	1.643047E-4	1.643047
6.401000	1.000000E-4	1.639674E-4	1.639674
6.515000	1.000000E-4	1.639254E-4	1.639254
6.397000	1.000000E-4	1.640518E-4	1.640517
6.569000	1.000000E-4	1.638831E-4	1.638831
6.425000	1.000000E-4	1.635460E-4	1.635460
6.594000	1.000000E-4	1.640518E-4	1.640517
6.466000	1.000000E-4	1.633352E-4	1.633352
6.578000	1.000000E-4	1.640096E-4	1.640096
6.483000	1.000000E-4	1.641782E-4	1.641782
6.529000	1.000000E-4	1.641781E-4	1.641781
6.531000	1.000000E-4	1.638409E-4	1.638409
6.483000	1.000000E-4	1.637988E-4	1.637988
6.590000	1.000000E-4	1.640940E-4	1.640940
6.476000	1.000000E-4	1.637989E-4	1.637989
6.643000	1.000000E-4	1.641361E-4	1.641361
6.503000	1.000000E-4	1.637148E-4	1.637147
6.670000	1.000000E-4	1.637990E-4	1.637990
6.544000	1.000000E-4	1.637145E-4	1.637145
6.657000	1.000000E-4	1.641361E-4	1.641361
6.559000	1.000000E-4	1.635038E-4	1.635038
6.610000	1.000000E-4	1.635038E-4	1.635038
6.607000	1.000000E-4	1.638832E-4	1.638832
6.564000	1.000000E-4	1.638409E-4	1.638409
6.664000	1.000000E-4	1.640097E-4	1.640097
6.555000	1.000000E-4	1.640097E-4	1.640097
6.718000	1.000000E-4	1.641782E-4	1.641782
6.582000	1.000000E-4	1.642204E-4	1.642204
6.747000	1.000000E-4	1.635039E-4	1.635039
6.622000	1.000000E-4	1.636725E-4	1.636724
6.736000	1.000000E-4	1.635458E-4	1.635458
6.637000	1.000000E-4	1.637145E-4	1.637145
6.690000	1.000000E-4	1.647685E-4	1.647685
6.682000	1.000000E-4	1.635881E-4	1.635881
6.645000	1.000000E-4	1.632510E-4	1.632510
6.739000	1.000000E-4	1.631244E-4	1.631244
6.633000	1.000000E-4	1.638411E-4	1.638411
6.791000	1.000000E-4	1.637990E-4	1.637990
6.659000	1.000000E-4	1.634195E-4	1.634195
6.822000	1.000000E-4	1.635460E-4	1.635460
6.675000	1.000000E-4	1.632085E-4	1.632085
6.815000	1.000000E-4	1.634616E-4	1.634616
6.715000	1.000000E-4	1.637145E-4	1.637145
6.773000	1.000000E-4	1.631244E-4	1.631244
6.760000	1.000000E-4	1.636303E-4	1.636303
6.728000	1.000000E-4	1.631244E-4	1.631244
6.815000	1.000000E-4	1.637145E-4	1.637145
6.716000	1.000000E-4	1.632508E-4	1.632508
6.868000	1.000000E-4	1.635038E-4	1.635038
6.740000	1.000000E-4	1.640939E-4	1.640939
6.901000	1.000000E-4	1.639675E-4	1.639675
6.756000	1.000000E-4	1.642203E-4	1.642203
6.896000	1.000000E-4	1.630823E-4	1.630823
6.796000	1.000000E-4	1.635458E-4	1.635458
6.859000	1.000000E-4	1.629559E-4	1.629559
6.840000	1.000000E-4	1.632929E-4	1.632929
6.815000	1.000000E-4	1.635037E-4	1.635037
6.894000	1.000000E-4	1.631665E-4	1.631665
6.801000	1.000000E-4	1.628714E-4	1.628714
6.945000	1.000000E-4	1.634615E-4	1.634615
6.818000	1.000000E-4	1.632087E-4	1.632086
6.978000	1.000000E-4	1.630401E-4	1.630401
6.840000	1.000000E-4	1.639252E-4	1.639252
6.978000	1.000000E-4	1.634617E-4	1.634616
6.879000	1.000000E-4	1.632509E-4	1.632508
6.945000	1.000000E-4	1.636302E-4	1.636302
6.922000	1.000000E-4	1.632929E-4	1.632929
6.902000	1.000000E-4	1.640939E-4	1.640939
6.973000	1.000000E-4	1.629980E-4	1.629980
6.888000	1.000000E-4	1.634197E-4	1.634197
7.023000	1.000000E-4	1.627872E-4	1.627871
6.906000	1.000000E-4	1.634619E-4	1.634619
7.058000	1.000000E-4	1.633353E-4	1.633353
6.926000	1.000000E-4	1.635459E-4	1.635459
7.061000	1.000000E-4	1.637146E-4	1.637146
6.962000	1.000000E-4	1.630824E-4	1.630824
7.031000	1.000000E-4	1.624501E-4	1.624500
7.005000	1.000000E-4	1.639253E-4	1.639252
6.990000	1.000000E-4	1.638410E-4	1.638410
7.054000	1.000000E-4	1.635037E-4	1.635037
7.008000	1.000000E-4	1.639674E-4	1.639674
7.104000	1.000000E-4	1.633350E-4	1.633350
6.992000	1.000000E-4	1.632929E-4	1.632929
7.140000	1.000000E-4	1.629980E-4	1.629980
7.011000	1.000000E-4	1.635037E-4	1.635037
7.145000	1.000000E-4	1.631666E-4	1.631666
7.048000	1.000000E-4	1.632509E-4	1.632509
7.119000	1.000000E-4	1.630825E-4	1.630825
7.089000	1.000000E-4	1.640941E-4	1.640940
7.079000	1.000000E-4	1.631244E-4	1.631244
7.137000	1.000000E-4	1.642203E-4	1.642203
7.096000	1.000000E-4	1.621548E-4	1.621547
7.187000	1.000000E-4	1.629980E-4	1.629980
7.080000	1.000000E-4	1.634618E-4	1.634618
7.223000	1.000000E-4	1.637989E-4	1.637989
7.097000	1.000000E-4	1.625765E-4	1.625765
7.228000	1.000000E-4	1.624500E-4	1.624499
7.133000	1.000000E-4	1.635038E-4	1.635038
7.206000	1.000000E-4	1.627450E-4	1.627450
7.173000	1.000000E-4	1.627029E-4	1.627029
7.223000	1.000000E-4	1.629137E-4	1.629137
7.221000	1.000000E-4	1.629137E-4	1.629137
7.184000	1.000000E-4	1.630823E-4	1.630823
7.269000	1.000000E-4	1.636303E-4	1.636302
7.167000	1.000000E-4	1.624500E-4	1.624499
7.305000	1.000000E-4	1.631244E-4	1.631244
7.182000	1.000000E-4	1.629137E-4	1.629137
7.315000	1.000000E-4	1.633353E-4	1.633353
7.218000	1.000000E-4	1.629558E-4	1.629558
7.292000	1.000000E-4	1.628715E-4	1.628715
7.259000	1.000000E-4	1.630402E-4	1.630402
7.311000	1.000000E-4	1.629136E-4	1.629136
7.305000	1.000000E-4	1.632929E-4	1.632929
7.273000	1.000000E-4	1.627030E-4	1.627029
7.353000	1.000000E-4	1.628293E-4	1.628293
7.255000	1.000000E-4	1.635459E-4	1.635459
7.390000	1.000000E-4	1.630401E-4	1.630400
7.269000	1.000000E-4	1.627872E-4	1.627872
7.400000	1.000000E-4	1.631665E-4	1.631665
7.304000	1.000000E-4	1.622812E-4	1.622812
7.423000	1.000000E-4	1.621127E-4	1.621127
7.345000	1.000000E-4	1.633773E-4	1.633773
7.399000	1.000000E-4	1.629979E-4	1.629978
7.389000	1.000000E-4	1.631665E-4	1.631665
7.361000	1.000000E-4	1.632929E-4	1.632929
7.449000	1.000000E-4	1.625764E-4	1.625764
7.342000	1.000000E-4	1.629137E-4	1.629137
7.498000	1.000000E-4	1.625764E-4	1.625764
7.355000	1.000000E-4	1.630400E-4	1.630400
7.513000	1.000000E-4	1.629979E-4	1.629979
7.387000	1.000000E-4	1.627449E-4	1.627449
7.535000	1.000000E-4	1.616070E-4	1.616070
7.436000	1.000000E-4	1.628295E-4	1.628294
7.510000	1.000000E-4	1.619863E-4	1.619863
7.495000	1.000000E-4	1.630822E-4	1.630822
7.460000	1.000000E-4	1.619021E-4	1.619021
7.556000	1.000000E-4	1.626608E-4	1.626608
7.432000	1.000000E-4	1.622393E-4	1.622392
7.604000	1.000000E-4	1.625341E-4	1.625341
7.446000	1.000000E-4	1.624077E-4	1.624077
7.618000	1.000000E-4	1.620706E-4	1.620706
7.488000	1.000000E-4	1.623657E-4	1.623657
7.639000	1.000000E-4	1.624499E-4	1.624499
7.541000	1.000000E-4	1.625764E-4	1.625763
7.616000	1.000000E-4	1.621129E-4	1.621128
7.597000	1.000000E-4	1.626606E-4	1.626606
7.566000	1.000000E-4	1.624078E-4	1.624078
7.656000	1.000000E-4	1.632508E-4	1.632508
7.537000	1.000000E-4	1.629558E-4	1.629558
7.703000	1.000000E-4	1.627451E-4	1.627451
7.549000	1.000000E-4	1.623234E-4	1.623234
7.722000	1.000000E-4	1.626186E-4	1.626186
7.591000	1.000000E-4	1.626606E-4	1.626606
7.738000	1.000000E-4	1.626608E-4	1.626608
7.641000	1.000000E-4	1.627031E-4	1.627031
7.716000	1.000000E-4	1.627450E-4	1.627450
7.695000	1.000000E-4	1.629137E-4	1.629137
7.668000	1.000000E-4	1.624079E-4	1.624079
7.753000	1.000000E-4	1.624500E-4	1.624500
7.639000	1.000000E-4	1.624920E-4	1.624920
7.801000	1.000000E-4	1.625765E-4	1.625765
7.651000	1.000000E-4	1.624078E-4	1.624078
7.821000	1.000000E-4	1.626607E-4	1.626607
7.691000	1.000000E-4	1.632086E-4	1.632086
7.836000	1.000000E-4	1.635038E-4	1.635038
7.740000	1.000000E-4	1.623235E-4	1.623235
7.817000	1.000000E-4	1.620707E-4	1.620707
7.794000	1.000000E-4	1.618598E-4	1.618598
7.772000	1.000000E-4	1.623236E-4	1.623236
7.851000	1.000000E-4	1.619863E-4	1.619863
7.742000	1.000000E-4	1.621127E-4	1.621127
7.871000	1.000000E-4	1.614384E-4	1.614383
7.752000	1.000000E-4	1.612697E-4	1.612697
7.918000	1.000000E-4	1.626606E-4	1.626606
7.791000	1.000000E-4	1.619863E-4	1.619863
7.933000	1.000000E-4	1.618176E-4	1.618176
7.840000	1.000000E-4	1.627028E-4	1.627028
7.916000	1.000000E-4	1.619442E-4	1.619442
7.892000	1.000000E-4	1.623235E-4	1.623235
7.874000	1.000000E-4	1.620284E-4	1.620284
7.912000	1.000000E-4	1.628294E-4	1.628294
7.844000	1.000000E-4	1.623656E-4	1.623656
7.968000	1.000000E-4	1.618599E-4	1.618598
7.852000	1.000000E-4	1.624079E-4	1.624078
8.015000	1.000000E-4	1.620285E-4	1.620285
7.891000	1.000000E-4	1.627451E-4	1.627451
8.032000	1.000000E-4	1.624500E-4	1.624500
7.940000	1.000000E-4	1.613119E-4	1.613119
8.018000	1.000000E-4	1.615226E-4	1.615226
7.992000	1.000000E-4	1.626608E-4	1.626607
7.978000	1.000000E-4	1.620285E-4	1.620285
8.012000	1.000000E-4	1.622814E-4	1.622814
7.948000	1.000000E-4	1.619441E-4	1.619441
8.066000	1.000000E-4	1.623235E-4	1.623235
7.955000	1.000000E-4	1.621126E-4	1.621126
8.113000	1.000000E-4	1.626187E-4	1.626186
7.993000	1.000000E-4	1.619442E-4	1.619442
8.131000	1.000000E-4	1.620286E-4	1.620286
8.040000	1.000000E-4	1.622393E-4	1.622392
8.118000	1.000000E-4	1.621128E-4	1.621128
8.060000	1.000000E-4	1.620284E-4	1.620284
8.081000	1.000000E-4	1.618599E-4	1.618599
8.111000	1.000000E-4	1.618177E-4	1.618177
8.049000	1.000000E-4	1.627872E-4	1.627871
8.161000	1.000000E-4	1.622392E-4	1.622392
8.056000	1.000000E-4	1.617333E-4	1.617333
8.206000	1.000000E-4	1.623657E-4	1.623657
8.093000	1.000000E-4	1.620283E-4	1.620283
8.226000	1.000000E-4	1.624920E-4	1.624920
8.139000	1.000000E-4	1.617755E-4	1.617755
8.216000	1.000000E-4	1.621127E-4	1.621127
8.159000	1.000000E-4	1.616069E-4	1.616069
8.181000	1.000000E-4	1.616911E-4	1.616911
8.208000	1.000000E-4	1.617755E-4	1.617755
8.152000	1.000000E-4	1.618177E-4	1.618177
8.258000	1.000000E-4	1.615227E-4	1.615227
8.157000	1.000000E-4	1.615649E-4	1.615649
8.303000	1.000000E-4	1.617335E-4	1.617335
8.194000	1.000000E-4	1.611854E-4	1.611854
8.325000	1.000000E-4	1.610590E-4	1.610589
8.214000	1.000000E-4	1.625341E-4	1.625341
8.317000	1.000000E-4	1.617757E-4	1.617757
8.259000	1.000000E-4	1.623235E-4	1.623235
8.283000	1.000000E-4	1.619863E-4	1.619863
8.306000	1.000000E-4	1.616911E-4	1.616911
8.254000	1.000000E-4	1.615228E-4	1.615228
8.356000	1.000000E-4	1.615227E-4	1.615227
8.258000	1.000000E-4	1.624920E-4	1.624920
8.401000	1.000000E-4	1.615227E-4	1.615227
8.293000	1.000000E-4	1.618599E-4	1.618599
8.423000	1.000000E-4	1.616912E-4	1.616912
8.314000	1.000000E-4	1.614806E-4	1.614805
8.416000	1.000000E-4	1.611854E-4	1.611854
8.358000	1.000000E-4	1.618598E-4	1.618598
8.384000	1.000000E-4	1.613541E-4	1.613541
8.405000	1.000000E-4	1.620285E-4	1.620285
8.356000	1.000000E-4	1.619019E-4	1.619019
8.453000	1.000000E-4	1.613962E-4	1.613962
8.358000	1.000000E-4	1.615647E-4	1.615647
8.497000	1.000000E-4	1.615647E-4	1.615646
8.392000	1.000000E-4	1.614804E-4	1.614804
8.520000	1.000000E-4	1.612698E-4	1.612698
8.413000	1.000000E-4	1.619442E-4	1.619442
8.514000	1.000000E-4	1.610169E-4	1.610169
8.457000	1.000000E-4	1.615226E-4	1.615226
8.484000	1.000000E-4	1.609326E-4	1.609326
8.503000	1.000000E-4	1.612698E-4	1.612697
8.456000	1.000000E-4	1.608902E-4	1.608902
8.550000	1.000000E-4	1.609324E-4	1.609323
8.458000	1.000000E-4	1.600052E-4	1.600051
8.594000	1.000000E-4	1.618599E-4	1.618599
8.479000	1.000000E-4	1.608061E-4	1.608061
8.618000	1.000000E-4	1.608904E-4	1.608904
8.513000	1.000000E-4	1.621549E-4	1.621549
8.613000	1.000000E-4	1.611011E-4	1.611011
8.557000	1.000000E-4	1.612276E-4	1.612275
8.586000	1.000000E-4	1.613118E-4	1.613118
8.603000	1.000000E-4	1.610590E-4	1.610590
8.559000	1.000000E-4	1.610169E-4	1.610169
8.650000	1.000000E-4	1.614804E-4	1.614804
8.562000	1.000000E-4	1.607640E-4	1.607640
8.694000	1.000000E-4	1.615647E-4	1.615647
8.582000	1.000000E-4	1.611432E-4	1.611432
8.718000	1.000000E-4	1.612696E-4	1.612696
8.616000	1.000000E-4	1.611433E-4	1.611433
8.715000	1.000000E-4	1.609325E-4	1.609325
8.659000	1.000000E-4	1.612697E-4	1.612697
8.688000	1.000000E-4	1.606796E-4	1.606796
8.705000	1.000000E-4	1.608061E-4	1.608061
8.661000	1.000000E-4	1.609325E-4	1.609325
8.750000	1.000000E-4	1.612698E-4	1.612697
8.664000	1.000000E-4	1.611854E-4	1.611854
8.794000	1.000000E-4	1.603003E-4	1.603003
8.686000	1.000000E-4	1.605955E-4	1.605955
8.824000	1.000000E-4	1.612276E-4	1.612276
8.720000	1.000000E-4	1.612274E-4	1.612274
8.820000	1.000000E-4	1.607640E-4	1.607640
8.762000	1.000000E-4	1.607640E-4	1.607640
8.792000	1.000000E-4	1.611854E-4	1.611854
8.810000	1.000000E-4	1.612698E-4	1.612698
8.766000	1.000000E-4	1.615226E-4	1.615226
8.866000	1.000000E-4	1.612276E-4	1.612275
8.786000	1.000000E-4	1.612276E-4	1.612276
8.918000	1.000000E-4	1.612698E-4	1.612698
8.787000	1.000000E-4	1.605532E-4	1.605532
8.946000	1.000000E-4	1.607639E-4	1.607639
8.823000	1.000000E-4	1.598364E-4	1.598364
8.941000	1.000000E-4	1.601737E-4	1.601737
8.874000	1.000000E-4	1.612277E-4	1.612277
8.909000	1.000000E-4	1.603845E-4	1.603845
8.930000	1.000000E-4	1.609746E-4	1.609746
8.878000	1.000000E-4	1.602160E-4	1.602160
8.983000	1.000000E-4	1.606796E-4	1.606796
8.902000	1.000000E-4	1.605952E-4	1.605952
9.033000	1.000000E-4	1.613962E-4	1.613962
8.903000	1.000000E-4	1.609747E-4	1.609747
9.060000	1.000000E-4	1.612275E-4	1.612275
8.940000	1.000000E-4	1.606375E-4	1.606375
9.057000	1.000000E-4	1.605954E-4	1.605954
8.991000	1.000000E-4	1.609747E-4	1.609747
9.026000	1.000000E-4	1.607639E-4	1.607639
9.046000	1.000000E-4	1.604689E-4	1.604689
9.050000	1.000000E-4	1.599208E-4	1.599208
9.099000	1.000000E-4	1.608060E-4	1.608060
9.019000	1.000000E-4	1.607638E-4	1.607638
9.147000	1.000000E-4	1.603002E-4	1.603002
9.020000	1.000000E-4	1.604688E-4	1.604688
9.175000	1.000000E-4	1.611012E-4	1.611012
9.058000	1.000000E-4	1.600893E-4	1.600893
9.171000	1.000000E-4	1.611011E-4	1.611011
9.106000	1.000000E-4	1.608905E-4	1.608904
9.193000	1.000000E-4	1.598786E-4	1.598786
9.161000	1.000000E-4	1.604689E-4	1.604689
9.166000	1.000000E-4	1.604689E-4	1.604689
9.214000	1.000000E-4	1.602160E-4	1.602160
9.137000	1.000000E-4	1.597521E-4	1.597521
9.261000	1.000000E-4	1.600472E-4	1.600472
9.137000	1.000000E-4	1.602159E-4	1.602159
9.289000	1.000000E-4	1.612698E-4	1.612697
9.175000	1.000000E-4	1.604268E-4	1.604268
9.286000	1.000000E-4	1.603004E-4	1.603004
9.224000	1.000000E-4	1.592463E-4	1.592463
9.308000	1.000000E-4	1.601318E-4	1.601318
9.277000	1.000000E-4	1.598367E-4	1.598367
9.282000	1.000000E-4	1.596679E-4	1.596680
9.329000	1.000000E-4	1.603845E-4	1.603845
9.254000	1.000000E-4	1.598365E-4	1.598365
9.375000	1.000000E-4	1.603845E-4	1.603845
9.254000	1.000000E-4	1.596679E-4	1.596679
9.402000	1.000000E-4	1.601737E-4	1.601737
9.292000	1.000000E-4	1.603004E-4	1.603004
9.400000	1.000000E-4	1.604689E-4	1.604689
9.340000	1.000000E-4	1.594150E-4	1.594149
9.422000	1.000000E-4	1.599210E-4	1.599210
9.391000	1.000000E-4	1.605953E-4	1.605952
9.396000	1.000000E-4	1.594151E-4	1.594151
9.466000	1.000000E-4	1.603845E-4	1.603845
9.347000	1.000000E-4	1.595417E-4	1.595417
9.489000	1.000000E-4	1.595836E-4	1.595835
9.384000	1.000000E-4	1.594994E-4	1.594994
9.514000	1.000000E-4	1.598788E-4	1.598788
9.435000	1.000000E-4	1.591622E-4	1.591622
9.513000	1.000000E-4	1.603846E-4	1.603846
9.487000	1.000000E-4	1.595837E-4	1.595837
9.490000	1.000000E-4	1.597101E-4	1.597101
9.535000	1.000000E-4	1.600894E-4	1.600894
9.465000	1.000000E-4	1.597100E-4	1.597100
9.581000	1.000000E-4	1.594994E-4	1.594994
9.466000	1.000000E-4	1.590358E-4	1.590358
9.605000	1.000000E-4	1.599208E-4	1.599208
9.502000	1.000000E-4	1.591622E-4	1.591622
9.628000	1.000000E-4	1.595837E-4	1.595837
9.552000	1.000000E-4	1.600897E-4	1.600897
9.627000	1.000000E-4	1.604267E-4	1.604267
9.603000	1.000000E-4	1.600896E-4	1.600896
9.604000	1.000000E-4	1.603004E-4	1.603004
9.649000	1.000000E-4	1.601317E-4	1.601317
9.581000	1.000000E-4	1.598367E-4	1.598367
9.694000	1.000000E-4	1.588250E-4	1.588250
9.584000	1.000000E-4	1.583192E-4	1.583192
9.716000	1.000000E-4	1.600475E-4	1.600475
9.620000	1.000000E-4	1.598367E-4	1.598367
9.740000	1.000000E-4	1.597101E-4	1.597101
9.669000	1.000000E-4	1.592466E-4	1.592466
9.740000	1.000000E-4	1.599631E-4	1.599631
9.718000	1.000000E-4	1.597946E-4	1.597946
9.719000	1.000000E-4	1.592043E-4	1.592043
9.763000	1.000000E-4	1.602581E-4	1.602581
9.698000	1.000000E-4	1.589093E-4	1.589093
9.804000	1.000000E-4	1.592046E-4	1.592046
9.701000	1.000000E-4	1.597944E-4	1.597944
9.826000	1.000000E-4	1.592043E-4	1.592043
9.736000	1.000000E-4	1.600052E-4	1.600052
9.848000	1.000000E-4	1.590358E-4	1.590358
9.781000	1.000000E-4	1.594151E-4	1.594151
9.849000	1.000000E-4	1.589514E-4	1.589514
9.830000	1.000000E-4	1.592464E-4	1.592464
9.830000	1.000000E-4	1.585719E-4	1.585719
9.874000	1.000000E-4	1.588672E-4	1.588672
9.810000	1.000000E-4	1.589514E-4	1.589514
9.897000	1.000000E-4	1.594151E-4	1.594151
9.814000	1.000000E-4	1.599631E-4	1.599631
