TempA(K)	Current(A)	Voltage(V)	R(ohm)
4.733000	1.000000E-4	1.646837E-4	1.646837
4.560000	1.000000E-4	1.655269E-4	1.655269
4.722000	1.000000E-4	1.641780E-4	1.641780
4.588000	1.000000E-4	1.647680E-4	1.647680
4.670000	1.000000E-4	1.652317E-4	1.652317
4.632000	1.000000E-4	1.647682E-4	1.647682
4.602000	1.000000E-4	1.640936E-4	1.640935
4.693000	1.000000E-4	1.648524E-4	1.648524
4.612000	1.000000E-4	1.650632E-4	1.650632
4.736000	1.000000E-4	1.658218E-4	1.658218
4.588000	1.000000E-4	1.648945E-4	1.648945
4.760000	1.000000E-4	1.653160E-4	1.653160
4.602000	1.000000E-4	1.650631E-4	1.650631
4.751000	1.000000E-4	1.647258E-4	1.647258
4.630000	1.000000E-4	1.645152E-4	1.645152
4.712000	1.000000E-4	1.656533E-4	1.656532
4.674000	1.000000E-4	1.647258E-4	1.647258
4.719000	1.000000E-4	1.652737E-4	1.652737
4.724000	1.000000E-4	1.643888E-4	1.643888
4.663000	1.000000E-4	1.649368E-4	1.649367
4.765000	1.000000E-4	1.650632E-4	1.650632
4.640000	1.000000E-4	1.641780E-4	1.641780
4.791000	1.000000E-4	1.651476E-4	1.651476
4.654000	1.000000E-4	1.643044E-4	1.643044
4.785000	1.000000E-4	1.649366E-4	1.649366
4.684000	1.000000E-4	1.644731E-4	1.644731
4.749000	1.000000E-4	1.646416E-4	1.646416
4.718000	1.000000E-4	1.645151E-4	1.645151
4.708000	1.000000E-4	1.650632E-4	1.650632
4.758000	1.000000E-4	1.652738E-4	1.652738
4.717000	1.000000E-4	1.649365E-4	1.649365
4.800000	1.000000E-4	1.646417E-4	1.646417
4.700000	1.000000E-4	1.638828E-4	1.638828
4.829000	1.000000E-4	1.650209E-4	1.650209
4.710000	1.000000E-4	1.646839E-4	1.646839
4.827000	1.000000E-4	1.652738E-4	1.652738
4.730000	1.000000E-4	1.640936E-4	1.640935
4.794000	1.000000E-4	1.642200E-4	1.642200
4.759000	1.000000E-4	1.649365E-4	1.649365
4.803000	1.000000E-4	1.658638E-4	1.658638
4.799000	1.000000E-4	1.650631E-4	1.650631
4.763000	1.000000E-4	1.654003E-4	1.654003
4.843000	1.000000E-4	1.648524E-4	1.648524
4.746000	1.000000E-4	1.646416E-4	1.646416
4.873000	1.000000E-4	1.650209E-4	1.650209
4.756000	1.000000E-4	1.653161E-4	1.653161
4.874000	1.000000E-4	1.648101E-4	1.648101
4.777000	1.000000E-4	1.654845E-4	1.654845
4.842000	1.000000E-4	1.644308E-4	1.644308
4.805000	1.000000E-4	1.645152E-4	1.645151
4.802000	1.000000E-4	1.645994E-4	1.645994
4.846000	1.000000E-4	1.638407E-4	1.638407
4.813000	1.000000E-4	1.648944E-4	1.648944
4.890000	1.000000E-4	1.641779E-4	1.641779
4.796000	1.000000E-4	1.654004E-4	1.654004
4.931000	1.000000E-4	1.648944E-4	1.648944
4.806000	1.000000E-4	1.645994E-4	1.645994
4.934000	1.000000E-4	1.647680E-4	1.647680
4.826000	1.000000E-4	1.643464E-4	1.643464
4.894000	1.000000E-4	1.647680E-4	1.647680
4.854000	1.000000E-4	1.647680E-4	1.647680
4.907000	1.000000E-4	1.646415E-4	1.646415
4.894000	1.000000E-4	1.647257E-4	1.647257
4.864000	1.000000E-4	1.637563E-4	1.637563
4.955000	1.000000E-4	1.642200E-4	1.642200
4.847000	1.000000E-4	1.649786E-4	1.649786
5.002000	1.000000E-4	1.648524E-4	1.648524
4.855000	1.000000E-4	1.644729E-4	1.644729
5.008000	1.000000E-4	1.643044E-4	1.643043
4.874000	1.000000E-4	1.653581E-4	1.653581
5.023000	1.000000E-4	1.649787E-4	1.649787
4.904000	1.000000E-4	1.642200E-4	1.642200
4.983000	1.000000E-4	1.640936E-4	1.640936
4.962000	1.000000E-4	1.654002E-4	1.654001
4.923000	1.000000E-4	1.641779E-4	1.641779
5.025000	1.000000E-4	1.644305E-4	1.644305
4.897000	1.000000E-4	1.645150E-4	1.645150
5.073000	1.000000E-4	1.646415E-4	1.646415
4.907000	1.000000E-4	1.645993E-4	1.645992
5.079000	1.000000E-4	1.645572E-4	1.645571
4.935000	1.000000E-4	1.649786E-4	1.649785
5.093000	1.000000E-4	1.646415E-4	1.646414
4.973000	1.000000E-4	1.644308E-4	1.644308
5.054000	1.000000E-4	1.649365E-4	1.649365
5.030000	1.000000E-4	1.642621E-4	1.642621
4.996000	1.000000E-4	1.652317E-4	1.652317
5.092000	1.000000E-4	1.650629E-4	1.650629
4.966000	1.000000E-4	1.651052E-4	1.651052
5.139000	1.000000E-4	1.641779E-4	1.641779
4.975000	1.000000E-4	1.650629E-4	1.650629
5.149000	1.000000E-4	1.641777E-4	1.641777
5.002000	1.000000E-4	1.646838E-4	1.646837
5.162000	1.000000E-4	1.643043E-4	1.643043
5.041000	1.000000E-4	1.645150E-4	1.645150
5.125000	1.000000E-4	1.645993E-4	1.645993
5.095000	1.000000E-4	1.643043E-4	1.643043
5.067000	1.000000E-4	1.644308E-4	1.644308
5.156000	1.000000E-4	1.648523E-4	1.648522
5.036000	1.000000E-4	1.646415E-4	1.646415
5.206000	1.000000E-4	1.645572E-4	1.645572
5.045000	1.000000E-4	1.648943E-4	1.648943
5.222000	1.000000E-4	1.652737E-4	1.652737
5.070000	1.000000E-4	1.648523E-4	1.648523
5.237000	1.000000E-4	1.645150E-4	1.645150
5.107000	1.000000E-4	1.652316E-4	1.652316
5.194000	1.000000E-4	1.641777E-4	1.641777
5.160000	1.000000E-4	1.648945E-4	1.648945
5.137000	1.000000E-4	1.648523E-4	1.648522
5.225000	1.000000E-4	1.643886E-4	1.643886
5.104000	1.000000E-4	1.647259E-4	1.647259
5.287000	1.000000E-4	1.649366E-4	1.649366
5.109000	1.000000E-4	1.645151E-4	1.645151
5.304000	1.000000E-4	1.643464E-4	1.643464
5.135000	1.000000E-4	1.641357E-4	1.641357
5.321000	1.000000E-4	1.645572E-4	1.645572
5.170000	1.000000E-4	1.645572E-4	1.645571
5.277000	1.000000E-4	1.645150E-4	1.645150
5.227000	1.000000E-4	1.643886E-4	1.643886
5.204000	1.000000E-4	1.653581E-4	1.653581
5.304000	1.000000E-4	1.649365E-4	1.649365
5.167000	1.000000E-4	1.643044E-4	1.643043
5.367000	1.000000E-4	1.642621E-4	1.642621
5.171000	1.000000E-4	1.648523E-4	1.648523
5.383000	1.000000E-4	1.639671E-4	1.639671
5.196000	1.000000E-4	1.646836E-4	1.646836
5.401000	1.000000E-4	1.646836E-4	1.646836
5.239000	1.000000E-4	1.640512E-4	1.640512
5.360000	1.000000E-4	1.650209E-4	1.650209
5.304000	1.000000E-4	1.645572E-4	1.645572
5.288000	1.000000E-4	1.643464E-4	1.643464
5.378000	1.000000E-4	1.648522E-4	1.648522
5.239000	1.000000E-4	1.651895E-4	1.651895
5.440000	1.000000E-4	1.653581E-4	1.653581
5.241000	1.000000E-4	1.646416E-4	1.646416
5.454000	1.000000E-4	1.642200E-4	1.642200
5.268000	1.000000E-4	1.639670E-4	1.639670
5.474000	1.000000E-4	1.640936E-4	1.640935
5.313000	1.000000E-4	1.654423E-4	1.654423
5.438000	1.000000E-4	1.648101E-4	1.648101
5.374000	1.000000E-4	1.646415E-4	1.646414
5.366000	1.000000E-4	1.643886E-4	1.643886
5.447000	1.000000E-4	1.647259E-4	1.647259
5.315000	1.000000E-4	1.643464E-4	1.643464
5.462000	1.000000E-4	1.641779E-4	1.641779
5.314000	1.000000E-4	1.645572E-4	1.645571
5.523000	1.000000E-4	1.646415E-4	1.646415
5.339000	1.000000E-4	1.651894E-4	1.651894
5.545000	1.000000E-4	1.641356E-4	1.641356
5.381000	1.000000E-4	1.640092E-4	1.640092
5.511000	1.000000E-4	1.643885E-4	1.643885
5.442000	1.000000E-4	1.638829E-4	1.638829
5.438000	1.000000E-4	1.645994E-4	1.645994
5.513000	1.000000E-4	1.640936E-4	1.640936
5.386000	1.000000E-4	1.640092E-4	1.640092
5.527000	1.000000E-4	1.645574E-4	1.645574
5.384000	1.000000E-4	1.642620E-4	1.642620
5.589000	1.000000E-4	1.647681E-4	1.647681
5.411000	1.000000E-4	1.639248E-4	1.639248
5.612000	1.000000E-4	1.643886E-4	1.643886
5.452000	1.000000E-4	1.643464E-4	1.643464
5.583000	1.000000E-4	1.642621E-4	1.642621
5.511000	1.000000E-4	1.643043E-4	1.643043
5.515000	1.000000E-4	1.648521E-4	1.648521
5.524000	1.000000E-4	1.651473E-4	1.651473
5.461000	1.000000E-4	1.642621E-4	1.642621
5.594000	1.000000E-4	1.640935E-4	1.640935
5.456000	1.000000E-4	1.647680E-4	1.647680
5.655000	1.000000E-4	1.644728E-4	1.644728
5.482000	1.000000E-4	1.642200E-4	1.642200
5.680000	1.000000E-4	1.643886E-4	1.643886
5.524000	1.000000E-4	1.645572E-4	1.645571
5.654000	1.000000E-4	1.642622E-4	1.642621
5.580000	1.000000E-4	1.645572E-4	1.645572
5.591000	1.000000E-4	1.649787E-4	1.649787
5.593000	1.000000E-4	1.645150E-4	1.645150
5.536000	1.000000E-4	1.640514E-4	1.640514
5.659000	1.000000E-4	1.652315E-4	1.652315
5.530000	1.000000E-4	1.642200E-4	1.642200
5.719000	1.000000E-4	1.644308E-4	1.644308
5.554000	1.000000E-4	1.656952E-4	1.656952
5.745000	1.000000E-4	1.641356E-4	1.641356
5.592000	1.000000E-4	1.642621E-4	1.642621
5.722000	1.000000E-4	1.647680E-4	1.647680
5.646000	1.000000E-4	1.642621E-4	1.642621
5.661000	1.000000E-4	1.636720E-4	1.636720
5.659000	1.000000E-4	1.643041E-4	1.643041
5.609000	1.000000E-4	1.641778E-4	1.641778
5.723000	1.000000E-4	1.655266E-4	1.655266
5.600000	1.000000E-4	1.641778E-4	1.641778
5.784000	1.000000E-4	1.649787E-4	1.649787
5.622000	1.000000E-4	1.645572E-4	1.645572
5.811000	1.000000E-4	1.645150E-4	1.645150
5.660000	1.000000E-4	1.648522E-4	1.648522
5.791000	1.000000E-4	1.649787E-4	1.649787
5.711000	1.000000E-4	1.640936E-4	1.640935
5.731000	1.000000E-4	1.645993E-4	1.645993
5.723000	1.000000E-4	1.637562E-4	1.637562
5.678000	1.000000E-4	1.649366E-4	1.649366
5.787000	1.000000E-4	1.647257E-4	1.647257
5.666000	1.000000E-4	1.641778E-4	1.641778
5.846000	1.000000E-4	1.641777E-4	1.641777
5.687000	1.000000E-4	1.636718E-4	1.636718
5.874000	1.000000E-4	1.643464E-4	1.643464
5.726000	1.000000E-4	1.639670E-4	1.639670
5.856000	1.000000E-4	1.639249E-4	1.639249
5.774000	1.000000E-4	1.644728E-4	1.644728
5.800000	1.000000E-4	1.640513E-4	1.640513
5.787000	1.000000E-4	1.641779E-4	1.641779
5.747000	1.000000E-4	1.641356E-4	1.641356
5.849000	1.000000E-4	1.645571E-4	1.645571
5.733000	1.000000E-4	1.645149E-4	1.645149
5.907000	1.000000E-4	1.645151E-4	1.645151
5.755000	1.000000E-4	1.643043E-4	1.643043
5.938000	1.000000E-4	1.638827E-4	1.638827
5.790000	1.000000E-4	1.639671E-4	1.639671
5.923000	1.000000E-4	1.637563E-4	1.637563
5.804000	1.000000E-4	1.642200E-4	1.642200
5.870000	1.000000E-4	1.644308E-4	1.644308
5.851000	1.000000E-4	1.642199E-4	1.642199
5.815000	1.000000E-4	1.644728E-4	1.644728
5.910000	1.000000E-4	1.645151E-4	1.645151
5.798000	1.000000E-4	1.645995E-4	1.645995
5.967000	1.000000E-4	1.643887E-4	1.643887
5.821000	1.000000E-4	1.638405E-4	1.638405
6.000000	1.000000E-4	1.650631E-4	1.650630
5.854000	1.000000E-4	1.643464E-4	1.643464
5.988000	1.000000E-4	1.644730E-4	1.644729
5.868000	1.000000E-4	1.643465E-4	1.643465
5.938000	1.000000E-4	1.637563E-4	1.637563
5.913000	1.000000E-4	1.640514E-4	1.640513
5.882000	1.000000E-4	1.647258E-4	1.647258
5.970000	1.000000E-4	1.640515E-4	1.640515
5.865000	1.000000E-4	1.640092E-4	1.640092
6.027000	1.000000E-4	1.644728E-4	1.644728
5.882000	1.000000E-4	1.636719E-4	1.636719
6.059000	1.000000E-4	1.635032E-4	1.635032
5.917000	1.000000E-4	1.643464E-4	1.643464
6.051000	1.000000E-4	1.638407E-4	1.638407
5.931000	1.000000E-4	1.640515E-4	1.640515
6.005000	1.000000E-4	1.639250E-4	1.639250
5.974000	1.000000E-4	1.638828E-4	1.638828
5.950000	1.000000E-4	1.638827E-4	1.638827
6.030000	1.000000E-4	1.639249E-4	1.639249
5.930000	1.000000E-4	1.635878E-4	1.635878
6.084000	1.000000E-4	1.637984E-4	1.637984
5.946000	1.000000E-4	1.642200E-4	1.642200
6.119000	1.000000E-4	1.645572E-4	1.645571
5.960000	1.000000E-4	1.638827E-4	1.638827
6.113000	1.000000E-4	1.638827E-4	1.638827
5.994000	1.000000E-4	1.645572E-4	1.645571
6.071000	1.000000E-4	1.640937E-4	1.640937
6.036000	1.000000E-4	1.638407E-4	1.638407
6.017000	1.000000E-4	1.639250E-4	1.639250
6.087000	1.000000E-4	1.637985E-4	1.637984
5.993000	1.000000E-4	1.643043E-4	1.643043
6.141000	1.000000E-4	1.643464E-4	1.643464
6.012000	1.000000E-4	1.637142E-4	1.637142
6.177000	1.000000E-4	1.642200E-4	1.642200
6.022000	1.000000E-4	1.638827E-4	1.638827
6.176000	1.000000E-4	1.642622E-4	1.642621
6.054000	1.000000E-4	1.640935E-4	1.640935
6.136000	1.000000E-4	1.640514E-4	1.640513
6.094000	1.000000E-4	1.650630E-4	1.650630
6.082000	1.000000E-4	1.637984E-4	1.637984
6.144000	1.000000E-4	1.640935E-4	1.640935
6.057000	1.000000E-4	1.630397E-4	1.630397
6.198000	1.000000E-4	1.643043E-4	1.643043
6.071000	1.000000E-4	1.637984E-4	1.637984
6.235000	1.000000E-4	1.632503E-4	1.632503
6.101000	1.000000E-4	1.645572E-4	1.645571
6.237000	1.000000E-4	1.640934E-4	1.640934
6.114000	1.000000E-4	1.635033E-4	1.635033
6.201000	1.000000E-4	1.638827E-4	1.638827
6.154000	1.000000E-4	1.644307E-4	1.644307
6.149000	1.000000E-4	1.639671E-4	1.639671
6.203000	1.000000E-4	1.639670E-4	1.639670
6.121000	1.000000E-4	1.644729E-4	1.644729
6.255000	1.000000E-4	1.639249E-4	1.639249
6.133000	1.000000E-4	1.637562E-4	1.637561
6.294000	1.000000E-4	1.645572E-4	1.645571
6.145000	1.000000E-4	1.640935E-4	1.640935
6.298000	1.000000E-4	1.637140E-4	1.637140
6.174000	1.000000E-4	1.632926E-4	1.632926
6.265000	1.000000E-4	1.636299E-4	1.636299
6.213000	1.000000E-4	1.645572E-4	1.645571
6.215000	1.000000E-4	1.643043E-4	1.643043
6.260000	1.000000E-4	1.640935E-4	1.640935
6.184000	1.000000E-4	1.631240E-4	1.631240
6.312000	1.000000E-4	1.639249E-4	1.639249
6.195000	1.000000E-4	1.643043E-4	1.643043
6.352000	1.000000E-4	1.642621E-4	1.642621
6.206000	1.000000E-4	1.638828E-4	1.638828
6.359000	1.000000E-4	1.637563E-4	1.637563
6.236000	1.000000E-4	1.637562E-4	1.637562
6.328000	1.000000E-4	1.640935E-4	1.640935
6.272000	1.000000E-4	1.643042E-4	1.643042
6.278000	1.000000E-4	1.631241E-4	1.631241
6.318000	1.000000E-4	1.635878E-4	1.635878
6.249000	1.000000E-4	1.639670E-4	1.639670
6.368000	1.000000E-4	1.640514E-4	1.640513
6.254000	1.000000E-4	1.639669E-4	1.639669
6.411000	1.000000E-4	1.633769E-4	1.633768
6.267000	1.000000E-4	1.634191E-4	1.634190
6.420000	1.000000E-4	1.637984E-4	1.637984
6.293000	1.000000E-4	1.635455E-4	1.635455
6.390000	1.000000E-4	1.636719E-4	1.636719
6.329000	1.000000E-4	1.645149E-4	1.645149
6.340000	1.000000E-4	1.634190E-4	1.634190
6.372000	1.000000E-4	1.640092E-4	1.640092
6.308000	1.000000E-4	1.637984E-4	1.637984
6.427000	1.000000E-4	1.635456E-4	1.635456
6.312000	1.000000E-4	1.640092E-4	1.640092
6.476000	1.000000E-4	1.642200E-4	1.642200
6.338000	1.000000E-4	1.639671E-4	1.639671
6.490000	1.000000E-4	1.638406E-4	1.638406
6.349000	1.000000E-4	1.636297E-4	1.636297
6.459000	1.000000E-4	1.636719E-4	1.636719
6.384000	1.000000E-4	1.631660E-4	1.631660
6.403000	1.000000E-4	1.638407E-4	1.638407
6.432000	1.000000E-4	1.633348E-4	1.633348
6.368000	1.000000E-4	1.642198E-4	1.642198
6.491000	1.000000E-4	1.640092E-4	1.640092
6.369000	1.000000E-4	1.629131E-4	1.629131
6.540000	1.000000E-4	1.634613E-4	1.634613
6.380000	1.000000E-4	1.635876E-4	1.635876
6.557000	1.000000E-4	1.641356E-4	1.641355
6.405000	1.000000E-4	1.636720E-4	1.636720
6.534000	1.000000E-4	1.633769E-4	1.633769
6.447000	1.000000E-4	1.634191E-4	1.634190
6.476000	1.000000E-4	1.637563E-4	1.637563
6.495000	1.000000E-4	1.632924E-4	1.632924
6.433000	1.000000E-4	1.631662E-4	1.631662
6.552000	1.000000E-4	1.632926E-4	1.632926
6.428000	1.000000E-4	1.642620E-4	1.642620
6.601000	1.000000E-4	1.633768E-4	1.633768
6.441000	1.000000E-4	1.640512E-4	1.640512
6.622000	1.000000E-4	1.640514E-4	1.640514
6.468000	1.000000E-4	1.645993E-4	1.645992
6.600000	1.000000E-4	1.638827E-4	1.638827
6.507000	1.000000E-4	1.634611E-4	1.634611
6.546000	1.000000E-4	1.641356E-4	1.641356
6.554000	1.000000E-4	1.635033E-4	1.635033
6.498000	1.000000E-4	1.634190E-4	1.634190
6.610000	1.000000E-4	1.634191E-4	1.634190
6.491000	1.000000E-4	1.634190E-4	1.634190
6.660000	1.000000E-4	1.640093E-4	1.640093
6.505000	1.000000E-4	1.634191E-4	1.634191
6.682000	1.000000E-4	1.637562E-4	1.637562
6.527000	1.000000E-4	1.636718E-4	1.636718
6.664000	1.000000E-4	1.629975E-4	1.629974
6.567000	1.000000E-4	1.637984E-4	1.637984
6.614000	1.000000E-4	1.638827E-4	1.638827
6.613000	1.000000E-4	1.632503E-4	1.632503
6.564000	1.000000E-4	1.633769E-4	1.633769
6.667000	1.000000E-4	1.635455E-4	1.635455
6.551000	1.000000E-4	1.632505E-4	1.632505
6.716000	1.000000E-4	1.636297E-4	1.636297
6.565000	1.000000E-4	1.636297E-4	1.636297
6.741000	1.000000E-4	1.635455E-4	1.635455
6.588000	1.000000E-4	1.633347E-4	1.633347
6.727000	1.000000E-4	1.639670E-4	1.639670
6.625000	1.000000E-4	1.639670E-4	1.639670
6.680000	1.000000E-4	1.636299E-4	1.636299
6.671000	1.000000E-4	1.635032E-4	1.635032
6.629000	1.000000E-4	1.632926E-4	1.632926
6.724000	1.000000E-4	1.635034E-4	1.635034
6.615000	1.000000E-4	1.633347E-4	1.633347
6.774000	1.000000E-4	1.633346E-4	1.633346
6.628000	1.000000E-4	1.637141E-4	1.637141
6.801000	1.000000E-4	1.632503E-4	1.632503
6.649000	1.000000E-4	1.632082E-4	1.632082
6.792000	1.000000E-4	1.637563E-4	1.637563
6.686000	1.000000E-4	1.629975E-4	1.629975
6.744000	1.000000E-4	1.637562E-4	1.637562
6.730000	1.000000E-4	1.630818E-4	1.630818
6.694000	1.000000E-4	1.633768E-4	1.633768
6.782000	1.000000E-4	1.630398E-4	1.630397
6.677000	1.000000E-4	1.635455E-4	1.635455
6.831000	1.000000E-4	1.642622E-4	1.642621
6.691000	1.000000E-4	1.632083E-4	1.632082
6.858000	1.000000E-4	1.635454E-4	1.635454
6.709000	1.000000E-4	1.630395E-4	1.630395
6.851000	1.000000E-4	1.632503E-4	1.632503
6.745000	1.000000E-4	1.636297E-4	1.636297
6.808000	1.000000E-4	1.634191E-4	1.634190
6.787000	1.000000E-4	1.636297E-4	1.636297
6.757000	1.000000E-4	1.624493E-4	1.624493
6.837000	1.000000E-4	1.635875E-4	1.635875
6.738000	1.000000E-4	1.633347E-4	1.633347
6.885000	1.000000E-4	1.639670E-4	1.639669
6.756000	1.000000E-4	1.635876E-4	1.635876
6.916000	1.000000E-4	1.637141E-4	1.637141
6.768000	1.000000E-4	1.629134E-4	1.629134
6.911000	1.000000E-4	1.635876E-4	1.635876
6.804000	1.000000E-4	1.635033E-4	1.635033
6.871000	1.000000E-4	1.632926E-4	1.632926
6.844000	1.000000E-4	1.633347E-4	1.633347
6.820000	1.000000E-4	1.643464E-4	1.643463
6.893000	1.000000E-4	1.631661E-4	1.631660
6.799000	1.000000E-4	1.631661E-4	1.631661
6.940000	1.000000E-4	1.633347E-4	1.633347
6.811000	1.000000E-4	1.636719E-4	1.636719
6.970000	1.000000E-4	1.632083E-4	1.632082
6.828000	1.000000E-4	1.639248E-4	1.639247
6.968000	1.000000E-4	1.627867E-4	1.627866
6.861000	1.000000E-4	1.644306E-4	1.644306
6.931000	1.000000E-4	1.630817E-4	1.630817
6.901000	1.000000E-4	1.638405E-4	1.638405
6.882000	1.000000E-4	1.635455E-4	1.635455
6.946000	1.000000E-4	1.631661E-4	1.631660
6.859000	1.000000E-4	1.631660E-4	1.631660
6.993000	1.000000E-4	1.630396E-4	1.630396
6.872000	1.000000E-4	1.636719E-4	1.636719
7.025000	1.000000E-4	1.634189E-4	1.634189
6.886000	1.000000E-4	1.640091E-4	1.640091
7.026000	1.000000E-4	1.632925E-4	1.632925
6.918000	1.000000E-4	1.626180E-4	1.626180
6.992000	1.000000E-4	1.634611E-4	1.634611
6.956000	1.000000E-4	1.635876E-4	1.635876
6.945000	1.000000E-4	1.628709E-4	1.628709
7.002000	1.000000E-4	1.629975E-4	1.629974
6.920000	1.000000E-4	1.631239E-4	1.631239
7.048000	1.000000E-4	1.638404E-4	1.638404
6.932000	1.000000E-4	1.630816E-4	1.630816
7.081000	1.000000E-4	1.627868E-4	1.627868
