Temp A (K)	Temp B (K)	Current (A)	Voltage (V)	R (ohm)
297.340000	297.940000	0.000100	0.000330	3.304213
297.340000	297.940000	0.000100	0.000331	3.307165
297.330000	297.930000	0.000100	0.000330	3.304214
297.340000	297.910000	0.000100	0.000331	3.309272
297.330000	297.900000	0.000100	0.000331	3.311803
297.320000	297.890000	0.000100	0.000331	3.311799
297.330000	297.880000	0.000100	0.000331	3.305058
297.340000	297.860000	0.000100	0.000331	3.305477
297.330000	297.850000	0.000100	0.000331	3.313909
297.340000	297.830000	0.000100	0.000332	3.315596
297.330000	297.810000	0.000100	0.000331	3.307164
297.310000	297.800000	0.000100	0.000330	3.295363
297.340000	297.790000	0.000100	0.000332	3.316859
297.340000	297.780000	0.000100	0.000330	3.300424
297.320000	297.770000	0.000100	0.000331	3.310957
297.340000	297.750000	0.000100	0.000330	3.302106
297.330000	297.730000	0.000100	0.000331	3.305900
297.330000	297.720000	0.000100	0.000330	3.302107
297.320000	297.700000	0.000100	0.000331	3.308852
297.310000	297.690000	0.000100	0.000331	3.306742
297.320000	297.680000	0.000100	0.000332	3.316860
297.320000	297.670000	0.000100	0.000331	3.310112
297.320000	297.660000	0.000100	0.000331	3.308850
297.320000	297.630000	0.000100	0.000331	3.313065
297.320000	297.620000	0.000100	0.000331	3.305477
297.320000	297.610000	0.000100	0.000331	3.305902
297.320000	297.590000	0.000100	0.000331	3.312645
297.320000	297.600000	0.000100	0.000330	3.304634
297.310000	297.570000	0.000100	0.000331	3.309273
297.310000	297.550000	0.000100	0.000331	3.313487
297.310000	297.540000	0.000100	0.000331	3.311800
297.320000	297.530000	0.000100	0.000332	3.316859
297.320000	297.520000	0.000100	0.000331	3.310958
297.320000	297.500000	0.000100	0.000331	3.310115
297.310000	297.500000	0.000100	0.000331	3.314753
297.320000	297.480000	0.000100	0.000331	3.312644
297.290000	297.460000	0.000100	0.000331	3.313486
297.300000	297.450000	0.000100	0.000331	3.313908
297.290000	297.440000	0.000100	0.000331	3.312221
297.300000	297.410000	0.000100	0.000331	3.312223
297.300000	297.420000	0.000100	0.000332	3.315594
297.280000	297.400000	0.000100	0.000331	3.312644
297.300000	297.380000	0.000100	0.000332	3.317701
297.280000	297.370000	0.000100	0.000331	3.314329
297.290000	297.360000	0.000100	0.000331	3.313064
297.270000	297.340000	0.000100	0.000331	3.313067
297.280000	297.330000	0.000100	0.000331	3.307584
297.290000	297.330000	0.000100	0.000331	3.311800
297.300000	297.310000	0.000100	0.000331	3.310112
297.280000	297.290000	0.000100	0.000332	3.316015
297.280000	297.290000	0.000100	0.000330	3.304213
297.260000	297.280000	0.000100	0.000331	3.310113
297.280000	297.260000	0.000100	0.000330	3.299153
297.270000	297.240000	0.000100	0.000330	3.302947
297.270000	297.230000	0.000100	0.000332	3.324446
297.260000	297.220000	0.000100	0.000330	3.301261
297.260000	297.210000	0.000100	0.000331	3.313064
297.250000	297.200000	0.000100	0.000332	3.315594
297.260000	297.180000	0.000100	0.000331	3.307584
297.250000	297.160000	0.000100	0.000330	3.302948
297.240000	297.140000	0.000100	0.000331	3.311801
297.250000	297.140000	0.000100	0.000331	3.305480
297.230000	297.130000	0.000100	0.000331	3.313064
297.260000	297.110000	0.000100	0.000331	3.313908
297.250000	297.100000	0.000100	0.000331	3.313485
297.240000	297.080000	0.000100	0.000332	3.322337
297.240000	297.070000	0.000100	0.000331	3.311375
297.220000	297.060000	0.000100	0.000331	3.306742
297.230000	297.060000	0.000100	0.000331	3.310954
297.220000	297.040000	0.000100	0.000331	3.309692
297.240000	297.020000	0.000100	0.000332	3.318122
297.230000	297.010000	0.000100	0.000331	3.310957
297.230000	297.000000	0.000100	0.000331	3.307582
297.230000	296.990000	0.000100	0.000331	3.311375
297.220000	296.970000	0.000100	0.000331	3.314329
297.230000	296.970000	0.000100	0.000331	3.313908
297.210000	296.950000	0.000100	0.000332	3.317702
297.220000	296.940000	0.000100	0.000332	3.315593
297.210000	296.930000	0.000100	0.000332	3.321072
297.210000	296.920000	0.000100	0.000331	3.309271
297.210000	296.910000	0.000100	0.000331	3.312219
297.210000	296.900000	0.000100	0.000332	3.321913
297.200000	296.880000	0.000100	0.000331	3.313064
297.190000	296.860000	0.000100	0.000331	3.306317
297.180000	296.860000	0.000100	0.000331	3.310532
297.200000	296.850000	0.000100	0.000332	3.315592
297.190000	296.830000	0.000100	0.000331	3.305897
297.170000	296.820000	0.000100	0.000331	3.308847
297.150000	296.810000	0.000100	0.000331	3.310112
297.190000	296.790000	0.000100	0.000332	3.318962
297.180000	296.780000	0.000100	0.000332	3.316854
297.160000	296.770000	0.000100	0.000332	3.315594
297.170000	296.750000	0.000100	0.000332	3.323180
297.160000	296.750000	0.000100	0.000331	3.313487
297.150000	296.740000	0.000100	0.000332	3.315170
297.150000	296.720000	0.000100	0.000330	3.304209
297.150000	296.720000	0.000100	0.000332	3.320231
297.150000	296.700000	0.000100	0.000332	3.317699
297.150000	296.700000	0.000100	0.000331	3.309269
297.140000	296.680000	0.000100	0.000332	3.319809
297.130000	296.680000	0.000100	0.000332	3.318122
297.140000	296.650000	0.000100	0.000332	3.320228
297.130000	296.640000	0.000100	0.000332	3.318966
297.120000	296.630000	0.000100	0.000332	3.319807
297.110000	296.620000	0.000100	0.000332	3.321073
297.110000	296.610000	0.000100	0.000332	3.324865
297.120000	296.590000	0.000100	0.000332	3.315593
297.090000	296.590000	0.000100	0.000332	3.321071
297.110000	296.570000	0.000100	0.000331	3.312641
297.100000	296.560000	0.000100	0.000331	3.313906
297.090000	296.550000	0.000100	0.000332	3.316436
297.100000	296.540000	0.000100	0.000332	3.317278
297.080000	296.530000	0.000100	0.000332	3.323599
297.090000	296.510000	0.000100	0.000332	3.322335
297.080000	296.500000	0.000100	0.000332	3.322757
297.080000	296.490000	0.000100	0.000333	3.326130
297.090000	296.480000	0.000100	0.000332	3.316433
297.090000	296.460000	0.000100	0.000331	3.313484
297.060000	296.460000	0.000100	0.000333	3.329923
297.080000	296.440000	0.000100	0.000332	3.317699
297.060000	296.440000	0.000100	0.000332	3.321494
297.060000	296.420000	0.000100	0.000332	3.319385
297.030000	296.410000	0.000100	0.000332	3.324442
297.040000	296.390000	0.000100	0.000332	3.321071
297.040000	296.380000	0.000100	0.000332	3.323179
297.040000	296.380000	0.000100	0.000332	3.324446
297.030000	296.360000	0.000100	0.000331	3.313907
297.030000	296.350000	0.000100	0.000332	3.322336
297.020000	296.340000	0.000100	0.000332	3.324865
297.010000	296.330000	0.000100	0.000333	3.325707
297.000000	296.320000	0.000100	0.000332	3.324445
297.000000	296.310000	0.000100	0.000332	3.320228
297.000000	296.290000	0.000100	0.000332	3.320226
297.010000	296.290000	0.000100	0.000332	3.318121
297.000000	296.270000	0.000100	0.000332	3.321492
297.000000	296.270000	0.000100	0.000332	3.320228
296.980000	296.250000	0.000100	0.000331	3.312217
296.980000	296.240000	0.000100	0.000332	3.322758
296.990000	296.220000	0.000100	0.000332	3.321072
296.970000	296.220000	0.000100	0.000332	3.323179
296.980000	296.200000	0.000100	0.000332	3.315592
296.970000	296.190000	0.000100	0.000332	3.319383
296.980000	296.180000	0.000100	0.000332	3.324864
296.940000	296.130000	0.000100	0.000332	3.319807
296.950000	296.160000	0.000100	0.000333	3.327813
296.950000	296.150000	0.000100	0.000332	3.321912
296.940000	296.140000	0.000100	0.000332	3.316010
296.940000	296.120000	0.000100	0.000333	3.327815
296.950000	296.110000	0.000100	0.000332	3.321491
296.920000	296.100000	0.000100	0.000333	3.328235
296.910000	296.090000	0.000100	0.000332	3.317276
296.910000	296.070000	0.000100	0.000332	3.319803
296.910000	296.060000	0.000100	0.000332	3.324442
296.900000	296.060000	0.000100	0.000332	3.316851
296.890000	296.030000	0.000100	0.000332	3.321069
296.900000	296.030000	0.000100	0.000333	3.332027
296.890000	296.010000	0.000100	0.000333	3.325284
296.880000	296.000000	0.000100	0.000332	3.318118
296.890000	295.990000	0.000100	0.000332	3.324862
296.880000	295.980000	0.000100	0.000333	3.326125
296.870000	295.970000	0.000100	0.000332	3.322334
296.870000	295.960000	0.000100	0.000333	3.326547
296.860000	295.940000	0.000100	0.000333	3.325705
296.870000	295.940000	0.000100	0.000333	3.326968
296.850000	295.930000	0.000100	0.000333	3.328655
296.850000	295.910000	0.000100	0.000333	3.331182
296.830000	295.900000	0.000100	0.000333	3.327815
296.830000	295.900000	0.000100	0.000332	3.323598
296.830000	295.880000	0.000100	0.000333	3.331184
296.840000	295.870000	0.000100	0.000332	3.322750
296.810000	295.860000	0.000100	0.000333	3.326127
296.820000	295.850000	0.000100	0.000333	3.325706
296.810000	295.830000	0.000100	0.000332	3.324861
296.800000	295.820000	0.000100	0.000333	3.332872
296.800000	295.810000	0.000100	0.000332	3.324439
296.790000	295.800000	0.000100	0.000333	3.329499
296.780000	295.800000	0.000100	0.000333	3.326969
296.770000	295.790000	0.000100	0.000332	3.323175
296.770000	295.780000	0.000100	0.000333	3.327392
296.770000	295.760000	0.000100	0.000333	3.327813
296.770000	295.750000	0.000100	0.000333	3.328655
296.760000	295.740000	0.000100	0.000333	3.329075
296.750000	295.730000	0.000100	0.000332	3.323597
296.760000	295.710000	0.000100	0.000333	3.329498
296.770000	295.720000	0.000100	0.000332	3.317697
296.750000	295.690000	0.000100	0.000333	3.326969
296.730000	295.680000	0.000100	0.000333	3.325705
296.720000	295.680000	0.000100	0.000333	3.329077
296.730000	295.650000	0.000100	0.000333	3.329919
296.710000	295.640000	0.000100	0.000333	3.334136
296.710000	295.640000	0.000100	0.000332	3.322753
296.700000	295.620000	0.000100	0.000332	3.324862
296.690000	295.610000	0.000100	0.000333	3.329078
296.690000	295.610000	0.000100	0.000333	3.328656
296.690000	295.600000	0.000100	0.000333	3.331608
296.680000	295.590000	0.000100	0.000333	3.328237
296.680000	295.570000	0.000100	0.000333	3.325284
296.670000	295.570000	0.000100	0.000333	3.325286
296.670000	295.550000	0.000100	0.000334	3.336244
296.670000	295.530000	0.000100	0.000333	3.325281
296.650000	295.530000	0.000100	0.000333	3.332026
296.650000	295.520000	0.000100	0.000333	3.328234
296.640000	295.520000	0.000100	0.000333	3.329079
296.650000	295.500000	0.000100	0.000333	3.334977
296.630000	295.490000	0.000100	0.000333	3.325705
296.620000	295.470000	0.000100	0.000333	3.326549
296.610000	295.470000	0.000100	0.000333	3.331184
296.610000	295.450000	0.000100	0.000333	3.331184
296.620000	295.440000	0.000100	0.000333	3.325705
296.600000	295.430000	0.000100	0.000333	3.333291
296.600000	295.420000	0.000100	0.000333	3.329076
296.570000	295.420000	0.000100	0.000333	3.326970
296.580000	295.390000	0.000100	0.000333	3.332448
296.570000	295.390000	0.000100	0.000333	3.328655
296.560000	295.390000	0.000100	0.000333	3.325704
296.550000	295.280000	0.000100	0.000333	3.330340
296.540000	295.350000	0.000100	0.000333	3.330763
296.530000	295.330000	0.000100	0.000334	3.337507
296.520000	295.320000	0.000100	0.000332	3.321910
296.530000	295.320000	0.000100	0.000333	3.329497
296.520000	295.320000	0.000100	0.000333	3.332871
296.500000	295.300000	0.000100	0.000333	3.330763
296.510000	295.300000	0.000100	0.000333	3.330342
296.510000	295.270000	0.000100	0.000333	3.327389
296.510000	295.260000	0.000100	0.000333	3.334979
296.490000	295.260000	0.000100	0.000334	3.335398
296.490000	295.250000	0.000100	0.000333	3.329500
296.480000	295.230000	0.000100	0.000333	3.327391
296.470000	295.220000	0.000100	0.000334	3.335822
296.460000	295.210000	0.000100	0.000332	3.324438
296.450000	295.210000	0.000100	0.000334	3.336242
296.450000	295.190000	0.000100	0.000334	3.336240
296.440000	295.180000	0.000100	0.000334	3.336663
296.430000	295.170000	0.000100	0.000333	3.334978
296.440000	295.160000	0.000100	0.000333	3.333292
296.450000	295.150000	0.000100	0.000334	3.335821
296.420000	295.140000	0.000100	0.000333	3.329077
296.400000	295.130000	0.000100	0.000334	3.335820
296.400000	295.040000	0.000100	0.000334	3.335399
296.410000	295.110000	0.000100	0.000334	3.337085
296.390000	295.100000	0.000100	0.000334	3.340456
296.390000	295.090000	0.000100	0.000334	3.337509
296.390000	295.070000	0.000100	0.000333	3.334979
296.370000	295.060000	0.000100	0.000333	3.334557
296.370000	295.060000	0.000100	0.000334	3.341721
296.350000	295.030000	0.000100	0.000334	3.336664
296.360000	295.030000	0.000100	0.000333	3.331604
296.340000	295.020000	0.000100	0.000334	3.335821
296.340000	295.010000	0.000100	0.000333	3.333714
296.340000	294.990000	0.000100	0.000334	3.338772
296.340000	294.980000	0.000100	0.000333	3.334558
296.310000	294.990000	0.000100	0.000335	3.346778
296.310000	294.970000	0.000100	0.000333	3.331605
296.290000	294.950000	0.000100	0.000334	3.336666
296.290000	294.940000	0.000100	0.000333	3.332027
296.290000	294.940000	0.000100	0.000334	3.335822
296.280000	294.910000	0.000100	0.000334	3.340036
296.260000	294.910000	0.000100	0.000333	3.332448
296.260000	294.910000	0.000100	0.000334	3.335401
296.260000	294.890000	0.000100	0.000333	3.329077
296.240000	294.880000	0.000100	0.000334	3.340879
296.240000	294.870000	0.000100	0.000334	3.338349
296.230000	294.870000	0.000100	0.000333	3.333291
296.240000	294.860000	0.000100	0.000334	3.336244
296.230000	294.830000	0.000100	0.000334	3.335396
296.210000	294.830000	0.000100	0.000334	3.342145
296.220000	294.820000	0.000100	0.000334	3.343409
296.220000	294.810000	0.000100	0.000334	3.339194
296.200000	294.800000	0.000100	0.000334	3.340036
296.200000	294.790000	0.000100	0.000334	3.338770
296.180000	294.770000	0.000100	0.000334	3.339615
296.190000	294.750000	0.000100	0.000334	3.342988
296.170000	294.750000	0.000100	0.000333	3.331183
296.180000	294.750000	0.000100	0.000333	3.334554
296.160000	294.730000	0.000100	0.000333	3.334134
296.150000	294.720000	0.000100	0.000333	3.333711
296.140000	294.700000	0.000100	0.000334	3.337926
296.130000	294.710000	0.000100	0.000334	3.337929
296.140000	294.700000	0.000100	0.000334	3.338772
296.120000	294.670000	0.000100	0.000334	3.340037
296.110000	294.660000	0.000100	0.000334	3.337929
296.090000	294.660000	0.000100	0.000335	3.347624
296.080000	294.640000	0.000100	0.000334	3.338773
296.090000	294.640000	0.000100	0.000334	3.337929
296.070000	294.630000	0.000100	0.000334	3.342566
296.070000	294.620000	0.000100	0.000334	3.337929
296.060000	294.600000	0.000100	0.000334	3.341722
296.050000	294.600000	0.000100	0.000334	3.342564
296.040000	294.580000	0.000100	0.000334	3.337928
296.050000	294.570000	0.000100	0.000333	3.334558
296.030000	294.560000	0.000100	0.000335	3.348466
296.030000	294.550000	0.000100	0.000334	3.341301
296.020000	294.540000	0.000100	0.000335	3.346359
296.010000	294.530000	0.000100	0.000334	3.344672
296.010000	294.520000	0.000100	0.000334	3.339615
295.970000	294.510000	0.000100	0.000334	3.337506
295.990000	294.500000	0.000100	0.000334	3.341299
295.970000	294.490000	0.000100	0.000334	3.338770
295.980000	294.470000	0.000100	0.000334	3.335396
295.960000	294.470000	0.000100	0.000334	3.341299
295.950000	294.450000	0.000100	0.000334	3.335818
295.960000	294.440000	0.000100	0.000335	3.345514
295.950000	294.430000	0.000100	0.000335	3.352680
295.930000	294.420000	0.000100	0.000334	3.338767
295.940000	294.420000	0.000100	0.000335	3.350151
295.920000	294.410000	0.000100	0.000333	3.332023
295.910000	294.390000	0.000100	0.000335	3.349728
295.910000	294.380000	0.000100	0.000334	3.342985
295.890000	294.370000	0.000100	0.000335	3.349308
295.900000	294.360000	0.000100	0.000334	3.340877
295.880000	294.340000	0.000100	0.000334	3.344249
295.870000	294.340000	0.000100	0.000334	3.344672
295.870000	294.340000	0.000100	0.000335	3.345514
295.860000	294.310000	0.000100	0.000334	3.342142
295.860000	294.310000	0.000100	0.000335	3.346780
295.840000	294.300000	0.000100	0.000333	3.332867
295.840000	294.300000	0.000100	0.000335	3.347200
295.820000	294.280000	0.000100	0.000334	3.338767
295.830000	294.260000	0.000100	0.000335	3.348042
295.800000	294.250000	0.000100	0.000335	3.350572
295.800000	294.240000	0.000100	0.000334	3.343828
295.800000	294.230000	0.000100	0.000334	3.339189
295.800000	294.220000	0.000100	0.000335	3.348040
295.810000	294.200000	0.000100	0.000334	3.341719
295.780000	294.190000	0.000100	0.000335	3.353099
295.760000	294.190000	0.000100	0.000334	3.343407
295.760000	294.190000	0.000100	0.000334	3.341720
295.750000	294.180000	0.000100	0.000335	3.349308
295.760000	294.160000	0.000100	0.000335	3.348044
295.730000	294.160000	0.000100	0.000335	3.346779
295.740000	294.140000	0.000100	0.000335	3.347200
295.730000	294.130000	0.000100	0.000335	3.348885
295.720000	294.130000	0.000100	0.000335	3.351836
295.720000	294.110000	0.000100	0.000336	3.357738
295.700000	294.100000	0.000100	0.000335	3.345514
295.700000	294.100000	0.000100	0.000335	3.349305
295.680000	294.080000	0.000100	0.000335	3.353104
295.690000	294.070000	0.000100	0.000335	3.352257
295.670000	294.060000	0.000100	0.000335	3.353520
295.670000	294.040000	0.000100	0.000335	3.345515
295.650000	294.040000	0.000100	0.000336	3.356896
295.640000	294.020000	0.000100	0.000335	3.347621
295.630000	294.010000	0.000100	0.000335	3.349308
295.630000	294.000000	0.000100	0.000336	3.356895
295.620000	293.990000	0.000100	0.000335	3.353104
295.620000	293.980000	0.000100	0.000336	3.357736
295.600000	293.970000	0.000100	0.000335	3.345938
295.610000	293.950000	0.000100	0.000334	3.344670
295.590000	293.950000	0.000100	0.000335	3.348042
295.590000	293.940000	0.000100	0.000335	3.351417
295.580000	293.920000	0.000100	0.000335	3.348465
295.580000	293.910000	0.000100	0.000335	3.349727
295.550000	293.920000	0.000100	0.000335	3.350992
295.560000	293.890000	0.000100	0.000335	3.353102
295.540000	293.870000	0.000100	0.000336	3.357738
295.540000	293.880000	0.000100	0.000335	3.349308
295.520000	293.880000	0.000100	0.000335	3.350151
295.510000	293.860000	0.000100	0.000335	3.348886
295.530000	293.860000	0.000100	0.000335	3.350151
295.500000	293.840000	0.000100	0.000335	3.354789
295.490000	293.820000	0.000100	0.000335	3.348046
295.490000	293.810000	0.000100	0.000335	3.354789
295.480000	293.810000	0.000100	0.000335	3.353521
295.480000	293.790000	0.000100	0.000335	3.354786
295.470000	293.790000	0.000100	0.000335	3.354366
295.460000	293.780000	0.000100	0.000335	3.350151
295.440000	293.770000	0.000100	0.000335	3.350994
295.430000	293.750000	0.000100	0.000335	3.353522
295.440000	293.750000	0.000100	0.000335	3.347200
295.420000	293.740000	0.000100	0.000335	3.352678
295.400000	293.730000	0.000100	0.000335	3.353946
295.420000	293.720000	0.000100	0.000336	3.356052
295.380000	293.700000	0.000100	0.000336	3.359002
295.390000	293.690000	0.000100	0.000336	3.357318
295.390000	293.680000	0.000100	0.000335	3.351417
295.370000	293.680000	0.000100	0.000335	3.352679
295.370000	293.660000	0.000100	0.000335	3.351837
295.350000	293.650000	0.000100	0.000335	3.346775
295.370000	293.650000	0.000100	0.000336	3.356475
295.340000	293.610000	0.000100	0.000336	3.357317
295.340000	293.630000	0.000100	0.000335	3.353100
295.310000	293.620000	0.000100	0.000336	3.356894
295.330000	293.600000	0.000100	0.000335	3.352679
295.310000	293.600000	0.000100	0.000336	3.355209
295.300000	293.550000	0.000100	0.000336	3.360690
295.310000	293.570000	0.000100	0.000335	3.349730
295.310000	293.570000	0.000100	0.000335	3.353943
295.290000	293.550000	0.000100	0.000336	3.357738
295.270000	293.530000	0.000100	0.000336	3.357315
295.260000	293.540000	0.000100	0.000335	3.354365
295.260000	293.510000	0.000100	0.000336	3.356473
295.240000	293.520000	0.000100	0.000336	3.356051
295.230000	293.500000	0.000100	0.000336	3.359842
295.240000	293.450000	0.000100	0.000336	3.360266
295.210000	293.500000	0.000100	0.000336	3.359002
295.210000	293.470000	0.000100	0.000336	3.356050
295.200000	293.460000	0.000100	0.000336	3.356470
295.190000	293.440000	0.000100	0.000336	3.361108
295.190000	293.450000	0.000100	0.000335	3.347195
295.180000	293.430000	0.000100	0.000335	3.350993
295.170000	293.410000	0.000100	0.000336	3.358157
295.160000	293.400000	0.000100	0.000336	3.363635
295.140000	293.390000	0.000100	0.000336	3.356048
295.130000	293.380000	0.000100	0.000336	3.355203
295.140000	293.380000	0.000100	0.000336	3.361946
295.130000	293.370000	0.000100	0.000336	3.361107
295.130000	293.360000	0.000100	0.000336	3.360687
295.120000	293.350000	0.000100	0.000336	3.360265
295.110000	293.330000	0.000100	0.000336	3.356473
295.090000	293.320000	0.000100	0.000336	3.358157
295.090000	293.310000	0.000100	0.000336	3.358999
295.090000	293.330000	0.000100	0.000335	3.354361
295.080000	293.300000	0.000100	0.000336	3.359000
295.060000	293.280000	0.000100	0.000336	3.364482
295.040000	293.280000	0.000100	0.000335	3.353941
295.040000	293.250000	0.000100	0.000336	3.364900
295.040000	293.270000	0.000100	0.000336	3.362372
295.020000	293.240000	0.000100	0.000336	3.359842
295.010000	293.230000	0.000100	0.000336	3.358157
295.000000	293.220000	0.000100	0.000336	3.359843
295.000000	293.200000	0.000100	0.000336	3.361108
294.990000	293.200000	0.000100	0.000336	3.363638
294.990000	293.190000	0.000100	0.000336	3.361528
294.970000	293.180000	0.000100	0.000337	3.365744
294.960000	293.180000	0.000100	0.000336	3.364482
294.960000	293.140000	0.000100	0.000336	3.362373
294.950000	293.150000	0.000100	0.000336	3.361951
294.940000	293.130000	0.000100	0.000336	3.360685
294.940000	293.130000	0.000100	0.000336	3.364058
294.930000	293.120000	0.000100	0.000336	3.358999
294.920000	293.090000	0.000100	0.000336	3.363639
294.910000	293.090000	0.000100	0.000337	3.366589
294.910000	293.080000	0.000100	0.000337	3.369958
294.900000	293.070000	0.000100	0.000337	3.365323
294.890000	293.080000	0.000100	0.000336	3.361105
294.870000	293.060000	0.000100	0.000336	3.355626
294.870000	293.040000	0.000100	0.000337	3.366587
294.860000	293.040000	0.000100	0.000337	3.368696
294.860000	293.020000	0.000100	0.000337	3.369118
294.860000	293.030000	0.000100	0.000337	3.369958
294.850000	293.010000	0.000100	0.000337	3.365322
294.840000	292.990000	0.000100	0.000336	3.359418
294.830000	292.980000	0.000100	0.000336	3.364900
294.830000	292.970000	0.000100	0.000336	3.363215
294.820000	292.960000	0.000100	0.000338	3.376702
294.810000	292.960000	0.000100	0.000336	3.364902
294.800000	292.950000	0.000100	0.000337	3.369118
294.810000	292.930000	0.000100	0.000336	3.359422
294.800000	292.900000	0.000100	0.000336	3.361951
294.780000	292.900000	0.000100	0.000336	3.364059
294.770000	292.890000	0.000100	0.000337	3.367433
294.770000	292.880000	0.000100	0.000337	3.368276
294.770000	292.880000	0.000100	0.000336	3.358581
294.760000	292.870000	0.000100	0.000336	3.364482
294.760000	292.860000	0.000100	0.000336	3.358998
294.740000	292.850000	0.000100	0.000337	3.367008
294.730000	292.830000	0.000100	0.000336	3.363639
294.730000	292.830000	0.000100	0.000336	3.361947
294.720000	292.830000	0.000100	0.000337	3.367009
294.720000	292.800000	0.000100	0.000337	3.372489
294.700000	292.800000	0.000100	0.000336	3.363635
294.710000	292.790000	0.000100	0.000336	3.361531
294.710000	292.780000	0.000100	0.000337	3.367009
294.700000	292.770000	0.000100	0.000338	3.375860
294.680000	292.750000	0.000100	0.000336	3.364897
294.690000	292.740000	0.000100	0.000336	3.358154
294.660000	292.740000	0.000100	0.000338	3.377548
294.660000	292.730000	0.000100	0.000336	3.361108
294.650000	292.710000	0.000100	0.000337	3.367428
294.650000	292.700000	0.000100	0.000337	3.370801
294.650000	292.690000	0.000100	0.000337	3.365324
294.640000	292.690000	0.000100	0.000337	3.374595
294.640000	292.670000	0.000100	0.000337	3.374173
294.630000	292.660000	0.000100	0.000337	3.373327
294.620000	292.650000	0.000100	0.000337	3.371224
294.620000	292.640000	0.000100	0.000336	3.362790
294.610000	292.630000	0.000100	0.000337	3.368693
294.600000	292.620000	0.000100	0.000336	3.363215
