TempA(K)	TempB(K)	Current(A)	Voltage(V)	R(ohm)
295.780000	297.200000	0.000010	0.000132	13.164233
295.770000	297.200000	0.000010	0.000132	13.235908
295.770000	297.200000	0.000010	0.000132	13.172659
295.780000	297.200000	0.000010	0.000131	13.147381
295.770000	297.200000	0.000010	0.000132	13.219034
295.770000	297.200000	0.000010	0.000133	13.324424
295.780000	297.200000	0.000010	0.000132	13.231680
295.770000	297.190000	0.000010	0.000132	13.193743
295.770000	297.200000	0.000010	0.000132	13.210619
295.770000	297.200000	0.000010	0.000131	13.143180
295.770000	297.200000	0.000010	0.000133	13.256979
295.780000	297.200000	0.000010	0.000131	13.096792
295.770000	297.200000	0.000010	0.000131	13.130527
295.770000	297.200000	0.000010	0.000132	13.164248
295.770000	297.200000	0.000010	0.000132	13.189527
295.770000	297.200000	0.000010	0.000132	13.168459
295.770000	297.200000	0.000010	0.000133	13.269627
295.770000	297.190000	0.000010	0.000132	13.151584
295.770000	297.190000	0.000010	0.000132	13.227470
295.770000	297.200000	0.000010	0.000132	13.197959
295.770000	297.200000	0.000010	0.000132	13.235900
295.770000	297.190000	0.000010	0.000133	13.261183
295.770000	297.200000	0.000010	0.000131	13.143159
295.770000	297.200000	0.000010	0.000133	13.256978
295.780000	297.200000	0.000010	0.000132	13.193739
295.780000	297.200000	0.000010	0.000132	13.210601
295.770000	297.200000	0.000010	0.000132	13.235895
295.770000	297.200000	0.000010	0.000133	13.256972
295.770000	297.200000	0.000010	0.000132	13.240123
295.770000	297.190000	0.000010	0.000132	13.185315
295.770000	297.200000	0.000010	0.000132	13.164229
295.770000	297.200000	0.000010	0.000133	13.324405
295.770000	297.200000	0.000010	0.000132	13.197948
295.770000	297.200000	0.000010	0.000133	13.269611
295.770000	297.190000	0.000010	0.000133	13.252757
295.770000	297.190000	0.000010	0.000132	13.244314
295.770000	297.190000	0.000010	0.000133	13.286476
295.770000	297.190000	0.000010	0.000132	13.227473
295.760000	297.190000	0.000010	0.000132	13.227466
295.770000	297.200000	0.000010	0.000132	13.164224
295.770000	297.190000	0.000010	0.000132	13.235889
295.770000	297.190000	0.000010	0.000132	13.168431
295.760000	297.200000	0.000010	0.000132	13.231658
295.770000	297.190000	0.000010	0.000132	13.240091
295.770000	297.200000	0.000010	0.000132	13.197958
295.770000	297.200000	0.000010	0.000132	13.219029
295.770000	297.190000	0.000010	0.000132	13.235879
295.760000	297.200000	0.000010	0.000132	13.193731
295.760000	297.200000	0.000010	0.000132	13.164225
295.760000	297.200000	0.000010	0.000132	13.244312
295.770000	297.190000	0.000010	0.000133	13.252749
295.770000	297.190000	0.000010	0.000132	13.206376
295.770000	297.190000	0.000010	0.000133	13.252745
295.770000	297.190000	0.000010	0.000131	13.143148
295.770000	297.190000	0.000010	0.000132	13.231676
295.770000	297.190000	0.000010	0.000132	13.193747
295.770000	297.190000	0.000010	0.000132	13.235877
295.760000	297.190000	0.000010	0.000132	13.172650
295.770000	297.190000	0.000010	0.000132	13.235879
295.760000	297.190000	0.000010	0.000132	13.240095
295.770000	297.190000	0.000010	0.000132	13.151567
295.770000	297.190000	0.000010	0.000132	13.244315
295.770000	297.190000	0.000010	0.000132	13.202146
295.770000	297.190000	0.000010	0.000132	13.235878
295.770000	297.190000	0.000010	0.000131	13.117843
295.770000	297.190000	0.000010	0.000132	13.185290
295.760000	297.190000	0.000010	0.000132	13.235882
295.760000	297.190000	0.000010	0.000132	13.181081
295.760000	297.190000	0.000010	0.000132	13.172646
295.760000	297.190000	0.000010	0.000132	13.176859
295.760000	297.190000	0.000010	0.000132	13.227445
295.760000	297.190000	0.000010	0.000132	13.172635
295.760000	297.190000	0.000010	0.000132	13.235867
295.760000	297.190000	0.000010	0.000132	13.159992
295.760000	297.190000	0.000010	0.000132	13.176886
295.760000	297.190000	0.000010	0.000132	13.164216
295.760000	297.190000	0.000010	0.000133	13.261172
295.770000	297.190000	0.000010	0.000132	13.189511
295.770000	297.190000	0.000010	0.000132	13.185301
295.760000	297.190000	0.000010	0.000133	13.265383
295.760000	297.190000	0.000010	0.000132	13.185288
295.760000	297.190000	0.000010	0.000132	13.210598
295.760000	297.190000	0.000010	0.000132	13.202154
295.770000	297.190000	0.000010	0.000132	13.231672
295.760000	297.190000	0.000010	0.000132	13.189514
295.760000	297.190000	0.000010	0.000132	13.202158
295.770000	297.190000	0.000010	0.000132	13.223237
295.760000	297.190000	0.000010	0.000132	13.181077
295.760000	297.190000	0.000010	0.000132	13.235871
295.770000	297.190000	0.000010	0.000132	13.248524
295.770000	297.190000	0.000010	0.000132	13.214797
295.770000	297.190000	0.000010	0.000131	13.084126
295.770000	297.190000	0.000010	0.000132	13.189510
295.760000	297.190000	0.000010	0.000132	13.176863
295.760000	297.190000	0.000010	0.000133	13.261169
295.770000	297.190000	0.000010	0.000133	13.273838
295.760000	297.180000	0.000010	0.000133	13.265377
295.760000	297.190000	0.000010	0.000132	13.210574
295.770000	297.190000	0.000010	0.000132	13.181068
295.760000	297.190000	0.000010	0.000133	13.252729
295.760000	297.180000	0.000010	0.000133	13.282235
295.760000	297.190000	0.000010	0.000131	13.100976
295.760000	297.190000	0.000010	0.000132	13.202150
295.760000	297.190000	0.000010	0.000131	13.138920
295.770000	297.190000	0.000010	0.000132	13.206366
295.770000	297.190000	0.000010	0.000132	13.193715
295.760000	297.180000	0.000010	0.000132	13.189493
295.760000	297.190000	0.000010	0.000133	13.273818
295.760000	297.190000	0.000010	0.000132	13.240091
295.760000	297.190000	0.000010	0.000132	13.206364
295.760000	297.180000	0.000010	0.000132	13.227427
295.760000	297.180000	0.000010	0.000132	13.181079
295.770000	297.190000	0.000010	0.000133	13.286459
295.770000	297.190000	0.000010	0.000132	13.193702
295.760000	297.190000	0.000010	0.000132	13.172639
295.760000	297.190000	0.000010	0.000132	13.193722
295.760000	297.190000	0.000010	0.000132	13.248521
295.760000	297.190000	0.000010	0.000132	13.168419
295.760000	297.180000	0.000010	0.000133	13.256940
295.760000	297.190000	0.000010	0.000132	13.206359
295.760000	297.180000	0.000010	0.000131	13.147349
295.760000	297.190000	0.000010	0.000132	13.197931
295.770000	297.190000	0.000010	0.000133	13.261171
295.770000	297.190000	0.000010	0.000132	13.176861
295.770000	297.190000	0.000010	0.000133	13.278018
295.760000	297.190000	0.000010	0.000133	13.265381
295.760000	297.190000	0.000010	0.000132	13.214793
295.760000	297.180000	0.000010	0.000132	13.155766
295.760000	297.190000	0.000010	0.000132	13.193703
295.760000	297.180000	0.000010	0.000132	13.235863
295.760000	297.180000	0.000010	0.000132	13.223224
295.760000	297.180000	0.000010	0.000132	13.202149
295.760000	297.180000	0.000010	0.000132	13.227439
295.770000	297.190000	0.000010	0.000132	13.214792
295.770000	297.190000	0.000010	0.000132	13.181055
295.760000	297.180000	0.000010	0.000131	13.147329
295.760000	297.180000	0.000010	0.000132	13.223215
295.760000	297.180000	0.000010	0.000132	13.172627
295.760000	297.190000	0.000010	0.000132	13.235854
295.760000	297.180000	0.000010	0.000132	13.210568
295.760000	297.180000	0.000010	0.000132	13.202129
295.760000	297.190000	0.000010	0.000132	13.206357
295.760000	297.180000	0.000010	0.000132	13.231645
295.760000	297.180000	0.000010	0.000132	13.227412
295.760000	297.180000	0.000010	0.000132	13.197919
295.760000	297.180000	0.000010	0.000132	13.168413
295.750000	297.180000	0.000010	0.000132	13.210581
295.760000	297.180000	0.000010	0.000132	13.206345
295.760000	297.180000	0.000010	0.000132	13.181054
295.760000	297.180000	0.000010	0.000132	13.218994
295.770000	297.180000	0.000010	0.000132	13.193700
295.770000	297.180000	0.000010	0.000132	13.227433
295.760000	297.180000	0.000010	0.000132	13.218989
295.760000	297.180000	0.000010	0.000132	13.219000
295.760000	297.180000	0.000010	0.000132	13.214775
295.760000	297.180000	0.000010	0.000132	13.193697
295.760000	297.180000	0.000010	0.000131	13.147316
295.760000	297.180000	0.000010	0.000133	13.261146
295.760000	297.180000	0.000010	0.000133	13.252707
295.760000	297.180000	0.000010	0.000132	13.193693
295.760000	297.180000	0.000010	0.000132	13.214780
295.760000	297.180000	0.000010	0.000132	13.214774
295.760000	297.180000	0.000010	0.000132	13.210563
295.760000	297.180000	0.000010	0.000132	13.172622
295.760000	297.180000	0.000010	0.000132	13.197910
295.760000	297.180000	0.000010	0.000132	13.172630
295.760000	297.180000	0.000010	0.000132	13.248500
295.760000	297.180000	0.000010	0.000132	13.214774
295.760000	297.180000	0.000010	0.000132	13.214781
295.760000	297.180000	0.000010	0.000132	13.189483
295.760000	297.180000	0.000010	0.000133	13.265363
295.760000	297.180000	0.000010	0.000132	13.214778
295.760000	297.180000	0.000010	0.000132	13.231636
295.760000	297.180000	0.000010	0.000132	13.172619
295.760000	297.180000	0.000010	0.000132	13.185263
295.760000	297.180000	0.000010	0.000132	13.231637
295.760000	297.180000	0.000010	0.000132	13.235842
295.760000	297.180000	0.000010	0.000133	13.337011
295.760000	297.180000	0.000010	0.000132	13.206332
295.760000	297.170000	0.000010	0.000132	13.206352
295.760000	297.170000	0.000010	0.000132	13.151535
295.760000	297.170000	0.000010	0.000132	13.223196
295.760000	297.180000	0.000010	0.000132	13.164189
295.760000	297.180000	0.000010	0.000132	13.210565
295.760000	297.180000	0.000010	0.000132	13.210556
295.760000	297.180000	0.000010	0.000132	13.189478
295.760000	297.180000	0.000010	0.000132	13.223215
295.760000	297.180000	0.000010	0.000132	13.189480
295.750000	297.180000	0.000010	0.000132	13.159969
295.760000	297.180000	0.000010	0.000132	13.185259
295.760000	297.180000	0.000010	0.000132	13.210559
295.760000	297.180000	0.000010	0.000132	13.214789
295.760000	297.180000	0.000010	0.000132	13.193698
295.760000	297.180000	0.000010	0.000132	13.168417
295.760000	297.180000	0.000010	0.000132	13.227414
295.760000	297.180000	0.000010	0.000132	13.223209
295.760000	297.180000	0.000010	0.000132	13.164197
295.760000	297.180000	0.000010	0.000132	13.181058
295.760000	297.180000	0.000010	0.000133	13.273786
295.750000	297.180000	0.000010	0.000132	13.181062
295.750000	297.180000	0.000010	0.000132	13.193708
295.760000	297.170000	0.000010	0.000132	13.181034
295.760000	297.170000	0.000010	0.000132	13.176842
295.760000	297.180000	0.000010	0.000132	13.223209
295.760000	297.180000	0.000010	0.000132	13.235852
295.760000	297.170000	0.000010	0.000132	13.235867
295.760000	297.180000	0.000010	0.000132	13.181050
295.760000	297.180000	0.000010	0.000132	13.197928
295.760000	297.170000	0.000010	0.000132	13.168386
295.760000	297.180000	0.000010	0.000132	13.181049
295.760000	297.180000	0.000010	0.000131	13.117813
295.760000	297.170000	0.000010	0.000132	13.223208
295.760000	297.180000	0.000010	0.000132	13.185252
295.750000	297.180000	0.000010	0.000132	13.206343
295.750000	297.180000	0.000010	0.000133	13.256909
295.760000	297.180000	0.000010	0.000132	13.202122
295.760000	297.180000	0.000010	0.000132	13.223203
295.760000	297.170000	0.000010	0.000132	13.164199
295.760000	297.170000	0.000010	0.000132	13.202128
295.760000	297.180000	0.000010	0.000133	13.303293
295.750000	297.180000	0.000010	0.000132	13.244281
295.760000	297.170000	0.000010	0.000132	13.206339
295.760000	297.180000	0.000010	0.000132	13.181046
295.760000	297.180000	0.000010	0.000133	13.282205
295.760000	297.170000	0.000010	0.000132	13.197911
295.760000	297.170000	0.000010	0.000132	13.210556
295.760000	297.170000	0.000010	0.000132	13.193684
295.760000	297.170000	0.000010	0.000133	13.261148
295.760000	297.170000	0.000010	0.000131	13.147329
295.750000	297.170000	0.000010	0.000133	13.252701
295.760000	297.170000	0.000010	0.000132	13.235838
295.760000	297.170000	0.000010	0.000132	13.223189
295.760000	297.170000	0.000010	0.000132	13.240061
295.760000	297.170000	0.000010	0.000132	13.168394
295.750000	297.170000	0.000010	0.000132	13.231638
295.760000	297.170000	0.000010	0.000132	13.210561
295.760000	297.170000	0.000010	0.000133	13.277981
295.760000	297.170000	0.000010	0.000132	13.210536
295.750000	297.170000	0.000010	0.000132	13.235833
295.760000	297.180000	0.000010	0.000132	13.227406
295.760000	297.170000	0.000010	0.000133	13.261131
295.760000	297.170000	0.000010	0.000132	13.159947
295.750000	297.170000	0.000010	0.000131	13.067217
295.760000	297.170000	0.000010	0.000133	13.252704
295.760000	297.170000	0.000010	0.000132	13.185250
295.760000	297.170000	0.000010	0.000132	13.164181
295.750000	297.170000	0.000010	0.000132	13.151517
295.760000	297.170000	0.000010	0.000132	13.244257
295.760000	297.170000	0.000010	0.000132	13.185257
295.760000	297.170000	0.000010	0.000132	13.244279
295.750000	297.170000	0.000010	0.000132	13.218981
295.750000	297.170000	0.000010	0.000133	13.277991
295.760000	297.170000	0.000010	0.000132	13.185250
295.760000	297.170000	0.000010	0.000133	13.290634
295.750000	297.170000	0.000010	0.000132	13.197899
295.750000	297.160000	0.000010	0.000132	13.210558
295.760000	297.160000	0.000010	0.000132	13.248486
295.760000	297.160000	0.000010	0.000132	13.210533
295.750000	297.160000	0.000010	0.000133	13.282209
295.760000	297.160000	0.000010	0.000132	13.240052
295.760000	297.160000	0.000010	0.000132	13.193674
295.760000	297.160000	0.000010	0.000131	13.109387
295.750000	297.160000	0.000010	0.000132	13.176823
295.760000	297.160000	0.000010	0.000132	13.235848
295.760000	297.170000	0.000010	0.000132	13.189460
295.760000	297.160000	0.000010	0.000133	13.256907
295.750000	297.160000	0.000010	0.000132	13.214750
295.760000	297.160000	0.000010	0.000132	13.248474
295.760000	297.170000	0.000010	0.000132	13.206324
295.760000	297.160000	0.000010	0.000132	13.235824
295.760000	297.160000	0.000010	0.000132	13.202108
295.760000	297.160000	0.000010	0.000132	13.235833
295.750000	297.160000	0.000010	0.000132	13.155779
295.750000	297.160000	0.000010	0.000132	13.227406
295.750000	297.160000	0.000010	0.000132	13.181029
295.750000	297.160000	0.000010	0.000132	13.189473
295.760000	297.160000	0.000010	0.000132	13.214742
295.760000	297.160000	0.000010	0.000131	13.134662
295.750000	297.160000	0.000010	0.000133	13.269553
295.760000	297.160000	0.000010	0.000132	13.248476
295.760000	297.160000	0.000010	0.000132	13.210548
295.760000	297.160000	0.000010	0.000132	13.197892
295.750000	297.160000	0.000010	0.000133	13.286405
295.750000	297.160000	0.000010	0.000133	13.269551
295.760000	297.160000	0.000010	0.000132	13.231615
295.760000	297.160000	0.000010	0.000132	13.172591
295.750000	297.160000	0.000010	0.000132	13.151519
295.750000	297.160000	0.000010	0.000132	13.155741
295.750000	297.160000	0.000010	0.000132	13.151510
295.750000	297.160000	0.000010	0.000132	13.248475
295.750000	297.160000	0.000010	0.000132	13.181031
295.750000	297.160000	0.000010	0.000132	13.189452
295.750000	297.160000	0.000010	0.000132	13.218961
295.750000	297.160000	0.000010	0.000132	13.189457
295.760000	297.160000	0.000010	0.000132	13.172581
295.750000	297.160000	0.000010	0.000132	13.193662
295.750000	297.160000	0.000010	0.000132	13.214738
295.750000	297.160000	0.000010	0.000133	13.294832
295.750000	297.160000	0.000010	0.000132	13.155728
295.760000	297.160000	0.000010	0.000132	13.164164
295.760000	297.160000	0.000010	0.000132	13.202097
295.750000	297.160000	0.000010	0.000132	13.223174
295.760000	297.160000	0.000010	0.000132	13.164187
295.760000	297.160000	0.000010	0.000132	13.172601
295.760000	297.160000	0.000010	0.000132	13.248469
295.760000	297.160000	0.000010	0.000132	13.197884
295.760000	297.160000	0.000010	0.000131	13.143083
295.750000	297.160000	0.000010	0.000132	13.206309
295.750000	297.160000	0.000010	0.000132	13.231605
295.750000	297.160000	0.000010	0.000132	13.210540
295.750000	297.160000	0.000010	0.000132	13.168362
295.750000	297.160000	0.000010	0.000132	13.206304
295.760000	297.160000	0.000010	0.000132	13.214742
295.750000	297.150000	0.000010	0.000132	13.218958
295.750000	297.150000	0.000010	0.000132	13.189438
295.750000	297.160000	0.000010	0.000131	13.134646
295.750000	297.160000	0.000010	0.000132	13.210524
295.750000	297.160000	0.000010	0.000132	13.210515
295.760000	297.160000	0.000010	0.000132	13.197869
295.760000	297.160000	0.000010	0.000133	13.261106
295.760000	297.160000	0.000010	0.000132	13.185228
295.750000	297.160000	0.000010	0.000132	13.193656
295.750000	297.160000	0.000010	0.000131	13.117786
295.750000	297.150000	0.000010	0.000132	13.223175
295.750000	297.150000	0.000010	0.000132	13.185223
295.750000	297.160000	0.000010	0.000132	13.223157
295.750000	297.150000	0.000010	0.000132	13.189443
295.750000	297.160000	0.000010	0.000132	13.231594
295.760000	297.160000	0.000010	0.000133	13.256882
295.750000	297.160000	0.000010	0.000132	13.193653
295.750000	297.160000	0.000010	0.000132	13.210521
295.760000	297.160000	0.000010	0.000132	13.181009
295.750000	297.160000	0.000010	0.000132	13.244244
295.750000	297.160000	0.000010	0.000132	13.176792
295.750000	297.160000	0.000010	0.000131	13.143058
295.760000	297.160000	0.000010	0.000132	13.218953
295.750000	297.160000	0.000010	0.000131	13.117777
295.750000	297.160000	0.000010	0.000132	13.176788
295.750000	297.160000	0.000010	0.000131	13.100910
295.760000	297.150000	0.000010	0.000132	13.244237
295.750000	297.160000	0.000010	0.000132	13.210524
295.750000	297.160000	0.000010	0.000131	13.143077
