TempA(K)	TempB(K)	Current(A)	Voltage(V)	R(ohm)
12.399000	11.431000	0.000010	0.000001	0.088519
12.426000	11.432000	0.000010	0.000001	0.126448
12.455000	11.406000	0.000010	0.000005	0.480512
12.489000	11.386000	0.000010	0.000007	0.653328
12.525000	11.419000	0.000010	0.000010	1.015819
12.561000	11.476000	0.000010	0.000014	1.369889
12.603000	11.567000	0.000010	0.000019	1.888337
12.643000	11.663000	0.000010	0.000024	2.423640
12.683000	11.749000	0.000010	0.000040	4.000064
12.723000	11.832000	0.000010	0.000077	7.650277
12.772000	11.898000	0.000010	0.000123	12.295245
12.813000	11.974000	0.000010	0.000161	16.092985
12.855000	12.032000	0.000010	0.000193	19.330155
12.899000	12.057000	0.000010	0.000215	21.496685
12.950000	12.057000	0.000010	0.000224	22.356565
13.005000	12.119000	0.000010	0.000226	22.571510
13.058000	12.133000	0.000010	0.000228	22.752745
13.111000	12.195000	0.000010	0.000228	22.765405
13.163000	12.286000	0.000010	0.000228	22.815970
13.210000	12.371000	0.000010	0.000230	22.971945
13.256000	12.429000	0.000010	0.000230	22.950865
13.308000	12.506000	0.000010	0.000230	22.971935
13.350000	12.579000	0.000010	0.000230	23.018290
13.392000	12.640000	0.000010	0.000231	23.077310
13.433000	12.677000	0.000010	0.000231	23.081540
13.475000	12.697000	0.000010	0.000230	23.005645
13.523000	12.730000	0.000010	0.000231	23.102615
13.568000	12.673000	0.000010	0.000231	23.106825
13.610000	12.740000	0.000010	0.000232	23.178485
13.650000	12.820000	0.000010	0.000230	23.043570
13.692000	12.862000	0.000010	0.000233	23.262785
13.728000	12.929000	0.000010	0.000232	23.186905
13.762000	12.989000	0.000010	0.000232	23.216400
13.795000	13.046000	0.000010	0.000233	23.334420
13.827000	13.095000	0.000010	0.000232	23.207960
13.860000	13.137000	0.000010	0.000233	23.300700
13.898000	13.162000	0.000010	0.000232	23.178455
13.932000	13.158000	0.000010	0.000233	23.258565
13.968000	13.144000	0.000010	0.000233	23.317575
14.002000	13.149000	0.000010	0.000233	23.309150
14.037000	13.183000	0.000010	0.000233	23.342865
14.069000	13.232000	0.000010	0.000233	23.338645
14.099000	13.295000	0.000010	0.000233	23.321780
14.127000	13.350000	0.000010	0.000234	23.359745
14.153000	13.400000	0.000010	0.000233	23.334425
14.178000	13.430000	0.000010	0.000232	23.241675
14.208000	13.475000	0.000010	0.000234	23.439810
14.232000	13.507000	0.000010	0.000234	23.410300
14.257000	13.513000	0.000010	0.000234	23.380785
14.281000	13.493000	0.000010	0.000234	23.410300
14.307000	13.517000	0.000010	0.000233	23.347065
14.333000	13.492000	0.000010	0.000234	23.427165
14.358000	13.499000	0.000010	0.000234	23.393450
14.382000	13.547000	0.000010	0.000234	23.444020
14.404000	13.603000	0.000010	0.000234	23.422945
14.426000	13.629000	0.000010	0.000234	23.393430
14.450000	13.679000	0.000010	0.000233	23.334425
14.471000	13.721000	0.000010	0.000233	23.347045
14.489000	13.754000	0.000010	0.000235	23.477735
14.507000	13.773000	0.000010	0.000235	23.465105
14.526000	13.793000	0.000010	0.000234	23.410280
14.547000	13.784000	0.000010	0.000235	23.452435
14.565000	13.753000	0.000010	0.000234	23.444005
14.585000	13.727000	0.000010	0.000234	23.351270
14.603000	13.736000	0.000010	0.000234	23.435580
14.621000	13.754000	0.000010	0.000234	23.359705
14.639000	13.797000	0.000010	0.000233	23.325980
14.655000	13.844000	0.000010	0.000235	23.456665
14.670000	13.883000	0.000010	0.000235	23.490365
14.684000	13.917000	0.000010	0.000234	23.422940
14.698000	13.934000	0.000010	0.000235	23.477730
14.714000	13.958000	0.000010	0.000235	23.460860
14.727000	13.968000	0.000010	0.000234	23.389200
14.741000	13.953000	0.000010	0.000234	23.406070
14.755000	13.918000	0.000010	0.000235	23.511445
14.770000	13.889000	0.000010	0.000235	23.490375
14.784000	13.902000	0.000010	0.000235	23.477725
14.797000	13.913000	0.000010	0.000235	23.519870
14.810000	13.954000	0.000010	0.000234	23.418705
14.822000	13.997000	0.000010	0.000235	23.507230
14.833000	14.030000	0.000010	0.000235	23.477725
14.843000	14.042000	0.000010	0.000235	23.503025
14.855000	14.071000	0.000010	0.000235	23.477730
14.865000	14.092000	0.000010	0.000235	23.486155
14.874000	14.092000	0.000010	0.000235	23.490375
14.884000	14.070000	0.000010	0.000235	23.473500
14.895000	14.081000	0.000010	0.000235	23.511435
14.907000	14.043000	0.000010	0.000235	23.486140
14.919000	14.021000	0.000010	0.000235	23.498785
14.930000	14.037000	0.000010	0.000235	23.486155
14.940000	14.076000	0.000010	0.000236	23.587330
14.948000	14.087000	0.000010	0.000235	23.456655
14.959000	14.124000	0.000010	0.000235	23.524090
14.966000	14.151000	0.000010	0.000235	23.519860
14.973000	14.176000	0.000010	0.000236	23.553595
14.978000	14.185000	0.000010	0.000235	23.540950
14.984000	14.177000	0.000010	0.000236	23.562020
14.992000	14.181000	0.000010	0.000235	23.452425
14.998000	14.151000	0.000010	0.000236	23.562025
15.006000	14.112000	0.000010	0.000235	23.519865
15.015000	14.093000	0.000010	0.000235	23.494575
15.022000	14.108000	0.000010	0.000235	23.473500
15.029000	14.111000	0.000010	0.000235	23.498800
15.034000	14.146000	0.000010	0.000235	23.507215
15.038000	14.177000	0.000010	0.000236	23.604165
15.042000	14.203000	0.000010	0.000235	23.494570
15.046000	14.225000	0.000010	0.000235	23.519855
15.050000	14.230000	0.000010	0.000236	23.587290
15.056000	14.239000	0.000010	0.000235	23.494580
15.060000	14.226000	0.000010	0.000235	23.528280
