TempA(K)	Current(A)	Voltage(V)	R(ohm)
5.389000	5.000000E-5	-8.010000E-7	-0.016020
5.481000	5.000000E-5	-7.165000E-7	-0.014330
5.720000	5.000000E-5	5.925000E-7	0.011850
5.687000	5.000000E-5	2.125000E-7	0.004250
5.677000	5.000000E-5	-1.434000E-6	-0.028680
5.756000	5.000000E-5	-1.181000E-6	-0.023620
5.902000	5.000000E-5	8.870000E-7	0.017740
5.897000	5.000000E-5	-1.264500E-6	-0.025290
5.843000	5.000000E-5	-1.223000E-6	-0.024460
5.856000	5.000000E-5	-1.179500E-6	-0.023590
5.986000	5.000000E-5	8.450000E-8	0.001690
6.050000	5.000000E-5	2.120000E-7	0.004240
6.004000	5.000000E-5	1.094500E-6	0.021890
6.001000	5.000000E-5	-1.096000E-6	-0.021920
TempA(K)	Current(A)	Voltage(V)	R(ohm)
6.570000	5.000000E-5	2.525000E-7	0.005050
6.516000	5.000000E-5	8.010000E-7	0.016020
6.440000	5.000000E-5	-6.295000E-7	-0.012590
6.421000	5.000000E-5	8.420000E-7	0.016840
6.284000	5.000000E-5	1.685500E-6	0.033710
6.106000	5.000000E-5	1.559500E-6	0.031190
5.965000	5.000000E-5	-2.105000E-7	-0.004210
6.035000	5.000000E-5	5.040000E-7	0.010080
6.027000	5.000000E-5	6.295000E-7	0.012590
5.788000	5.000000E-5	2.530000E-7	0.005060
5.685000	5.000000E-5	5.075000E-7	0.010150
5.726000	5.000000E-5	1.054000E-6	0.021080
TempA(K)	Current(A)	Voltage(V)	R(ohm)
TempA(K)	Current(A)	Voltage(V)	R(ohm)
TempA(K)	Current(A)	Voltage(V)	R(ohm)
TempA(K)	Current(A)	Voltage(V)	R(ohm)
TempA(K)	Current(A)	Voltage(V)	R(ohm)
TempA(K)	Current(A)	Voltage(V)	R(ohm)
4.010000	5.000000E-5	-2.529500E-6	-0.050590
3.925000	5.000000E-5	-4.220000E-7	-0.008440
3.979000	5.000000E-5	8.350000E-8	0.001670
4.113000	5.000000E-5	-1.055500E-6	-0.021110
4.013000	5.000000E-5	8.000000E-7	0.016000
3.937000	5.000000E-5	-1.686500E-6	-0.033730
3.935000	5.000000E-5	1.601500E-6	0.032030
4.116000	5.000000E-5	4.645000E-7	0.009290
4.081000	5.000000E-5	-2.696500E-6	-0.053930
3.970000	5.000000E-5	0.000000E+0	0.000000
3.941000	5.000000E-5	-1.705000E-7	-0.003410
4.061000	5.000000E-5	-8.005000E-7	-0.016010
4.127000	5.000000E-5	1.434000E-6	0.028680
3.979000	5.000000E-5	1.264500E-6	0.025290
3.943000	5.000000E-5	-1.054000E-6	-0.021080
4.065000	5.000000E-5	5.895000E-7	0.011790
4.136000	5.000000E-5	2.403000E-6	0.048060
4.041000	5.000000E-5	8.415000E-7	0.016830
3.962000	5.000000E-5	-3.375000E-7	-0.006750
3.995000	5.000000E-5	-9.680000E-7	-0.019360
4.133000	5.000000E-5	1.771000E-6	0.035420
4.110000	5.000000E-5	1.938500E-6	0.038770
TempA(K)	Current(A)	Voltage(V)	R(ohm)
4.034000	5.000000E-5	1.179500E-6	0.023590
4.006000	5.000000E-5	1.680000E-7	0.003360
4.061000	5.000000E-5	9.265000E-7	0.018530
TempA(K)	Current(A)	Voltage(V)	R(ohm)
3.945000	5.000000E-5	8.400000E-8	0.001680
4.087000	5.000000E-5	-6.320000E-7	-0.012640
4.127000	5.000000E-5	5.495000E-7	0.010990
4.018000	5.000000E-5	-2.110000E-7	-0.004220
3.947000	5.000000E-5	-7.796500E-6	-0.155930
4.012000	5.000000E-5	2.960000E-7	0.005920
4.143000	5.000000E-5	2.107500E-6	0.042150
4.037000	5.000000E-5	8.865000E-7	0.017730
3.974000	5.000000E-5	-1.275000E-7	-0.002550
3.982000	5.000000E-5	-1.010000E-6	-0.020200
4.166000	5.000000E-5	8.870000E-7	0.017740
4.123000	5.000000E-5	2.110000E-7	0.004220
4.024000	5.000000E-5	2.780000E-6	0.055600
4.013000	5.000000E-5	-9.280000E-7	-0.018560
4.141000	5.000000E-5	-5.465000E-7	-0.010930
4.196000	5.000000E-5	-1.670000E-7	-0.003340
4.058000	5.000000E-5	2.930000E-7	0.005860
4.037000	5.000000E-5	-6.325000E-7	-0.012650
4.096000	5.000000E-5	8.350000E-8	0.001670
4.230000	5.000000E-5	2.500000E-7	0.005000
TempA(K)	Current(A)	Voltage(V)	R(ohm)
4.141000	5.000000E-5	6.745000E-7	0.013490
4.226000	5.000000E-5	-5.055000E-7	-0.010110
4.267000	5.000000E-5	0.000000E+0	0.000000
4.156000	5.000000E-5	3.370000E-7	0.006740
4.048000	5.000000E-5	-2.110000E-7	-0.004220
4.082000	5.000000E-5	4.400000E-8	0.000880
4.217000	5.000000E-5	5.900000E-7	0.011800
TempA(K)	Current(A)	Voltage(V)	R(ohm)
TempA(K)	Current(A)	Voltage(V)	R(ohm)
4.029000	5.000000E-5	-4.050000E-8	-0.000810
4.104000	5.000000E-5	2.135000E-7	0.004270
3.988000	5.000000E-5	1.221500E-6	0.024430
3.939000	5.000000E-5	-1.390000E-6	-0.027800
4.031000	5.000000E-5	1.642000E-6	0.032840
4.137000	5.000000E-5	2.520000E-7	0.005040
4.061000	5.000000E-5	1.475000E-6	0.029500
3.960000	5.000000E-5	2.107000E-6	0.042140
3.986000	5.000000E-5	-1.182500E-6	-0.023650
4.131000	5.000000E-5	3.370000E-7	0.006740
4.089000	5.000000E-5	1.138000E-6	0.022760
4.002000	5.000000E-5	4.350000E-8	0.000870
3.995000	5.000000E-5	8.870000E-7	0.017740
4.158000	5.000000E-5	8.015000E-7	0.016030
4.172000	5.000000E-5	1.390500E-6	0.027810
4.069000	5.000000E-5	9.265000E-7	0.018530
4.029000	5.000000E-5	-1.811500E-6	-0.036230
4.114000	5.000000E-5	1.180000E-6	0.023600
4.224000	5.000000E-5	1.601000E-6	0.032020
4.105000	5.000000E-5	1.139000E-6	0.022780
4.065000	5.000000E-5	4.250000E-8	0.000850
4.088000	5.000000E-5	-8.250000E-8	-0.001650
4.259000	5.000000E-5	3.350000E-7	0.006700
4.197000	5.000000E-5	1.011000E-6	0.020220
4.105000	5.000000E-5	2.022500E-6	0.040450
4.126000	5.000000E-5	3.370000E-7	0.006740
4.260000	5.000000E-5	2.489000E-6	0.049780
4.236000	5.000000E-5	8.460000E-7	0.016920
4.158000	5.000000E-5	-1.392000E-6	-0.027840
4.150000	5.000000E-5	-1.139500E-6	-0.022790
4.298000	5.000000E-5	2.115000E-7	0.004230
4.322000	5.000000E-5	2.135000E-7	0.004270
4.232000	5.000000E-5	-7.575000E-7	-0.015150
4.195000	5.000000E-5	5.055000E-7	0.010110
4.266000	5.000000E-5	-1.000000E-9	-0.000020
4.376000	5.000000E-5	1.095000E-6	0.021900
4.277000	5.000000E-5	4.150000E-8	0.000830
4.240000	5.000000E-5	-4.640000E-7	-0.009280
4.256000	5.000000E-5	-8.440000E-7	-0.016880
4.428000	5.000000E-5	6.315000E-7	0.012630
4.369000	5.000000E-5	2.105000E-7	0.004210
4.296000	5.000000E-5	4.615000E-7	0.009230
4.302000	5.000000E-5	3.375000E-7	0.006750
4.433000	5.000000E-5	-1.729000E-6	-0.034580
4.481000	5.000000E-5	1.474500E-6	0.029490
4.341000	5.000000E-5	1.940000E-6	0.038800
4.334000	5.000000E-5	-8.400000E-8	-0.001680
TempA(K)	Current(A)	Voltage(V)	R(ohm)
TempA(K)	Current(A)	Voltage(V)	R(ohm)
4.076000	5.000000E-5	-7.160000E-7	-0.014320
4.208000	5.000000E-5	-4.240000E-7	-0.008480
4.176000	5.000000E-5	1.250000E-7	0.002500
4.037000	5.000000E-5	7.155000E-7	0.014310
4.033000	5.000000E-5	-2.095000E-7	-0.004190
4.147000	5.000000E-5	-1.771000E-6	-0.035420
4.178000	5.000000E-5	1.263000E-6	0.025260
4.067000	5.000000E-5	-1.389500E-6	-0.027790
4.032000	5.000000E-5	-1.600000E-6	-0.032000
4.151000	5.000000E-5	4.650000E-7	0.009300
4.220000	5.000000E-5	1.936500E-6	0.038730
4.127000	5.000000E-5	2.525000E-7	0.005050
4.041000	5.000000E-5	-1.138500E-6	-0.022770
4.086000	5.000000E-5	-3.795000E-7	-0.007590
4.219000	5.000000E-5	1.392000E-6	0.027840
4.137000	5.000000E-5	-1.098500E-6	-0.021970
4.062000	5.000000E-5	-3.775000E-7	-0.007550
4.058000	5.000000E-5	-6.320000E-7	-0.012640
4.229000	5.000000E-5	1.695000E-7	0.003390
4.207000	5.000000E-5	-4.250000E-8	-0.000850
4.075000	5.000000E-5	-1.280000E-7	-0.002560
4.073000	5.000000E-5	3.375000E-7	0.006750
4.180000	5.000000E-5	8.500000E-8	0.001700
4.221000	5.000000E-5	1.306500E-6	0.026130
4.115000	5.000000E-5	-1.009500E-6	-0.020190
4.083000	5.000000E-5	-1.223500E-6	-0.024470
4.193000	5.000000E-5	3.375000E-7	0.006750
4.267000	5.000000E-5	1.686500E-6	0.033730
4.181000	5.000000E-5	8.015000E-7	0.016030
4.099000	5.000000E-5	-1.097000E-6	-0.021940
4.138000	5.000000E-5	-1.305500E-6	-0.026110
4.269000	5.000000E-5	6.755000E-7	0.013510
4.199000	5.000000E-5	1.266000E-6	0.025320
4.125000	5.000000E-5	2.317500E-6	0.046350
4.122000	5.000000E-5	-7.145000E-7	-0.014290
4.286000	5.000000E-5	6.730000E-7	0.013460
4.271000	5.000000E-5	7.160000E-7	0.014320
4.170000	5.000000E-5	1.264000E-6	0.025280
4.142000	5.000000E-5	-2.907000E-6	-0.058140
4.241000	5.000000E-5	7.995000E-7	0.015990
4.318000	5.000000E-5	7.165000E-7	0.014330
4.190000	5.000000E-5	9.705000E-7	0.019410
4.158000	5.000000E-5	2.130000E-7	0.004260
4.192000	5.000000E-5	-7.170000E-7	-0.014340
4.338000	5.000000E-5	1.686000E-6	0.033720
4.259000	5.000000E-5	1.137000E-6	0.022740
4.180000	5.000000E-5	3.780000E-7	0.007560
4.213000	5.000000E-5	-1.700000E-7	-0.003400
TempA(K)	Current(A)	Voltage(V)	R(ohm)
4.392000	5.000000E-5	4.625000E-7	0.009250
4.363000	5.000000E-5	1.350000E-6	0.027000
4.305000	5.000000E-5	1.309500E-6	0.026190
4.296000	5.000000E-5	2.277500E-6	0.045550
4.288000	5.000000E-5	1.518500E-6	0.030370
4.283000	5.000000E-5	1.854500E-6	0.037090
4.277000	5.000000E-5	3.370000E-7	0.006740
4.273000	5.000000E-5	3.350000E-7	0.006700
4.269000	5.000000E-5	1.770500E-6	0.035410
4.266000	5.000000E-5	4.655000E-7	0.009310
4.210000	5.000000E-5	5.065000E-7	0.010130
4.208000	5.000000E-5	4.630000E-7	0.009260
4.207000	5.000000E-5	-8.850000E-7	-0.017700
4.207000	5.000000E-5	-1.010000E-6	-0.020200
4.206000	5.000000E-5	0.000000E+0	0.000000
4.207000	5.000000E-5	6.750000E-7	0.013500
4.207000	5.000000E-5	6.750000E-7	0.013500
4.208000	5.000000E-5	-4.400000E-8	-0.000880
4.164000	5.000000E-5	3.380000E-7	0.006760
4.164000	5.000000E-5	9.695000E-7	0.019390
4.166000	5.000000E-5	1.728500E-6	0.034570
4.169000	5.000000E-5	1.349000E-6	0.026980
4.171000	5.000000E-5	7.150000E-7	0.014300
4.173000	5.000000E-5	-5.040000E-7	-0.010080
4.176000	5.000000E-5	-4.200000E-8	-0.000840
4.179000	5.000000E-5	1.390500E-6	0.027810
4.157000	5.000000E-5	-5.065000E-7	-0.010130
4.161000	5.000000E-5	8.200000E-8	0.001640
4.165000	5.000000E-5	-3.385000E-7	-0.006770
4.168000	5.000000E-5	1.000000E-9	0.000020
4.171000	5.000000E-5	1.265000E-7	0.002530
4.174000	5.000000E-5	-8.450000E-7	-0.016900
4.178000	5.000000E-5	1.940000E-6	0.038800
4.182000	5.000000E-5	-8.435000E-7	-0.016870
4.175000	5.000000E-5	-1.519000E-6	-0.030380
4.179000	5.000000E-5	1.476500E-6	0.029530
4.183000	5.000000E-5	-7.595000E-7	-0.015190
4.189000	5.000000E-5	2.105000E-7	0.004210
4.193000	5.000000E-5	1.643500E-6	0.032870
4.198000	5.000000E-5	1.013000E-6	0.020260
4.202000	5.000000E-5	1.222000E-6	0.024440
4.207000	5.000000E-5	-2.105000E-7	-0.004210
4.209000	5.000000E-5	-8.020000E-7	-0.016040
4.214000	5.000000E-5	-1.684500E-6	-0.033690
4.218000	5.000000E-5	1.054000E-6	0.021080
4.224000	5.000000E-5	6.740000E-7	0.013480
4.228000	5.000000E-5	1.280000E-7	0.002560
4.233000	5.000000E-5	-1.220500E-6	-0.024410
4.239000	5.000000E-5	-2.654500E-6	-0.053090
4.244000	5.000000E-5	-1.053000E-6	-0.021060
4.259000	5.000000E-5	-1.644000E-6	-0.032880
4.263000	5.000000E-5	2.965000E-7	0.005930
4.269000	5.000000E-5	-6.320000E-7	-0.012640
4.273000	5.000000E-5	5.895000E-7	0.011790
4.279000	5.000000E-5	-1.392500E-6	-0.027850
4.284000	5.000000E-5	-7.170000E-7	-0.014340
4.289000	5.000000E-5	-1.518000E-6	-0.030360
4.293000	5.000000E-5	-2.110000E-7	-0.004220
4.339000	5.000000E-5	-1.475500E-6	-0.029510
4.344000	5.000000E-5	-1.306500E-6	-0.026130
4.350000	5.000000E-5	-6.310000E-7	-0.012620
4.354000	5.000000E-5	-7.580000E-7	-0.015160
4.358000	5.000000E-5	-3.385000E-7	-0.006770
4.363000	5.000000E-5	3.805000E-7	0.007610
4.368000	5.000000E-5	-4.469000E-6	-0.089380
4.374000	5.000000E-5	2.955000E-7	0.005910
4.378000	5.000000E-5	8.350000E-8	0.001670
4.381000	5.000000E-5	8.425000E-7	0.016850
4.385000	5.000000E-5	-3.380000E-7	-0.006760
4.389000	5.000000E-5	9.270000E-7	0.018540
4.394000	5.000000E-5	4.200000E-8	0.000840
4.399000	5.000000E-5	-7.615000E-7	-0.015230
4.405000	5.000000E-5	-1.264500E-6	-0.025290
4.412000	5.000000E-5	5.080000E-7	0.010160
4.508000	5.000000E-5	4.210000E-7	0.008420
4.514000	5.000000E-5	6.755000E-7	0.013510
4.519000	5.000000E-5	1.260000E-7	0.002520
4.525000	5.000000E-5	-9.705000E-7	-0.019410
4.532000	5.000000E-5	-7.165000E-7	-0.014330
4.537000	5.000000E-5	-1.181000E-6	-0.023620
4.543000	5.000000E-5	9.270000E-7	0.018540
4.551000	5.000000E-5	6.760000E-7	0.013520
4.643000	5.000000E-5	3.780000E-7	0.007560
4.648000	5.000000E-5	1.180500E-6	0.023610
4.655000	5.000000E-5	-8.005000E-7	-0.016010
4.661000	5.000000E-5	6.755000E-7	0.013510
4.668000	5.000000E-5	6.715000E-7	0.013430
4.675000	5.000000E-5	7.140000E-7	0.014280
4.681000	5.000000E-5	8.015000E-7	0.016030
4.687000	5.000000E-5	1.182000E-6	0.023640
4.722000	5.000000E-5	9.710000E-7	0.019420
4.728000	5.000000E-5	1.726500E-6	0.034530
4.733000	5.000000E-5	8.500000E-8	0.001700
4.738000	5.000000E-5	1.685000E-7	0.003370
4.743000	5.000000E-5	2.535000E-7	0.005070
4.748000	5.000000E-5	5.060000E-7	0.010120
4.753000	5.000000E-5	4.225000E-7	0.008450
4.759000	5.000000E-5	2.405000E-6	0.048100
4.757000	5.000000E-5	8.865000E-7	0.017730
4.763000	5.000000E-5	-4.150000E-8	-0.000830
4.769000	5.000000E-5	-5.000000E-10	-0.000010
4.775000	5.000000E-5	8.855000E-7	0.017710
4.781000	5.000000E-5	1.255000E-7	0.002510
4.787000	5.000000E-5	-8.855000E-7	-0.017710
4.793000	5.000000E-5	1.290000E-7	0.002580
4.799000	5.000000E-5	0.000000E+0	0.000000
4.774000	5.000000E-5	-4.625000E-7	-0.009250
4.782000	5.000000E-5	7.590000E-7	0.015180
4.788000	5.000000E-5	-1.260000E-7	-0.002520
4.795000	5.000000E-5	-9.270000E-7	-0.018540
4.802000	5.000000E-5	5.065000E-7	0.010130
4.809000	5.000000E-5	1.391000E-6	0.027820
4.816000	5.000000E-5	4.210000E-7	0.008420
4.823000	5.000000E-5	3.810000E-7	0.007620
4.790000	5.000000E-5	1.098000E-6	0.021960
4.798000	5.000000E-5	-8.015000E-7	-0.016030
4.805000	5.000000E-5	1.306000E-6	0.026120
4.812000	5.000000E-5	4.220000E-7	0.008440
4.820000	5.000000E-5	7.671500E-6	0.153430
4.827000	5.000000E-5	-7.160000E-7	-0.014320
4.835000	5.000000E-5	8.835000E-7	0.017670
4.842000	5.000000E-5	4.300000E-8	0.000860
4.814000	5.000000E-5	-3.355000E-7	-0.006710
4.822000	5.000000E-5	9.695000E-7	0.019390
4.829000	5.000000E-5	1.695000E-7	0.003390
4.836000	5.000000E-5	1.690000E-7	0.003380
4.844000	5.000000E-5	-1.475000E-6	-0.029500
4.851000	5.000000E-5	-3.805000E-7	-0.007610
4.859000	5.000000E-5	-8.020000E-7	-0.016040
4.866000	5.000000E-5	-4.350000E-8	-0.000870
4.850000	5.000000E-5	-5.475000E-7	-0.010950
4.858000	5.000000E-5	3.800000E-7	0.007600
4.864000	5.000000E-5	4.650000E-7	0.009300
4.873000	5.000000E-5	-1.000000E-9	-0.000020
4.880000	5.000000E-5	3.380000E-7	0.006760
4.886000	5.000000E-5	1.280000E-7	0.002560
4.893000	5.000000E-5	-1.729500E-6	-0.034590
4.900000	5.000000E-5	-2.955000E-7	-0.005910
4.893000	5.000000E-5	-1.224000E-6	-0.024480
4.901000	5.000000E-5	-4.200000E-8	-0.000840
4.910000	5.000000E-5	-2.064500E-6	-0.041290
4.920000	5.000000E-5	-8.855000E-7	-0.017710
4.929000	5.000000E-5	-2.023500E-6	-0.040470
4.939000	5.000000E-5	-6.320000E-7	-0.012640
4.948000	5.000000E-5	-7.170000E-7	-0.014340
4.958000	5.000000E-5	2.985000E-7	0.005970
4.957000	5.000000E-5	-3.780000E-7	-0.007560
4.967000	5.000000E-5	-7.165000E-7	-0.014330
4.976000	5.000000E-5	2.100000E-7	0.004200
4.986000	5.000000E-5	-2.403000E-6	-0.048060
4.994000	5.000000E-5	-1.306500E-6	-0.026130
5.004000	5.000000E-5	-4.220000E-7	-0.008440
5.014000	5.000000E-5	-1.517500E-6	-0.030350
5.023000	5.000000E-5	-1.222000E-6	-0.024440
5.034000	5.000000E-5	-1.179500E-6	-0.023590
5.044000	5.000000E-5	3.000000E-9	0.000060
5.052000	5.000000E-5	-2.571000E-6	-0.051420
5.060000	5.000000E-5	-1.516500E-6	-0.030330
5.070000	5.000000E-5	-1.308000E-6	-0.026160
5.078000	5.000000E-5	7.170000E-7	0.014340
5.087000	5.000000E-5	-5.455000E-7	-0.010910
5.095000	5.000000E-5	-1.095500E-6	-0.021910
5.140000	5.000000E-5	2.530000E-7	0.005060
5.147000	5.000000E-5	3.820000E-7	0.007640
5.155000	5.000000E-5	4.225000E-7	0.008450
5.161000	5.000000E-5	-4.215000E-7	-0.008430
5.169000	5.000000E-5	8.835000E-7	0.017670
5.176000	5.000000E-5	-1.055000E-6	-0.021100
5.183000	5.000000E-5	1.715000E-7	0.003430
5.189000	5.000000E-5	-2.125000E-7	-0.004250
5.279000	5.000000E-5	1.270000E-7	0.002540
5.289000	5.000000E-5	-5.895000E-7	-0.011790
5.296000	5.000000E-5	1.685000E-7	0.003370
5.305000	5.000000E-5	6.745000E-7	0.013490
5.313000	5.000000E-5	-2.945000E-7	-0.005890
5.321000	5.000000E-5	1.770000E-6	0.035400
5.329000	5.000000E-5	2.120000E-7	0.004240
5.337000	5.000000E-5	2.115000E-7	0.004230
5.430000	5.000000E-5	-3.805000E-7	-0.007610
5.438000	5.000000E-5	-2.935000E-7	-0.005870
5.446000	5.000000E-5	3.800000E-7	0.007600
5.454000	5.000000E-5	-1.695000E-7	-0.003390
5.462000	5.000000E-5	3.795000E-7	0.007590
5.472000	5.000000E-5	3.795000E-7	0.007590
5.479000	5.000000E-5	3.790000E-7	0.007580
5.327000	5.000000E-5	1.263500E-6	0.025270
5.449000	5.000000E-5	-5.900000E-7	-0.011800
5.520000	5.000000E-5	1.686500E-6	0.033730
5.534000	5.000000E-5	8.350000E-8	0.001670
5.545000	5.000000E-5	1.561500E-6	0.031230
5.555000	5.000000E-5	-7.155000E-7	-0.014310
5.564000	5.000000E-5	6.315000E-7	0.012630
5.574000	5.000000E-5	-4.645000E-7	-0.009290
5.583000	5.000000E-5	1.306000E-6	0.026120
5.594000	5.000000E-5	-3.380000E-7	-0.006760
5.605000	5.000000E-5	4.215000E-7	0.008430
5.616000	5.000000E-5	5.070000E-7	0.010140
5.626000	5.000000E-5	2.105000E-7	0.004210
5.635000	5.000000E-5	1.264500E-6	0.025290
5.645000	5.000000E-5	8.005000E-7	0.016010
5.656000	5.000000E-5	3.785000E-7	0.007570
5.665000	5.000000E-5	1.056000E-6	0.021120
5.675000	5.000000E-5	1.265000E-6	0.025300
5.652000	5.000000E-5	1.306500E-6	0.026130
5.663000	5.000000E-5	1.729000E-6	0.034580
5.673000	5.000000E-5	7.585000E-7	0.015170
5.684000	5.000000E-5	1.690000E-7	0.003380
5.695000	5.000000E-5	1.600500E-6	0.032010
5.706000	5.000000E-5	2.234000E-6	0.044680
5.717000	5.000000E-5	4.050000E-8	0.000810
5.727000	5.000000E-5	2.555000E-7	0.005110
5.687000	5.000000E-5	-6.755000E-7	-0.013510
5.697000	5.000000E-5	1.695000E-7	0.003390
5.707000	5.000000E-5	-1.519000E-6	-0.030380
5.719000	5.000000E-5	-2.105000E-7	-0.004210
5.729000	5.000000E-5	5.480000E-7	0.010960
5.741000	5.000000E-5	-9.690000E-7	-0.019380
5.753000	5.000000E-5	8.600000E-8	0.001720
5.764000	5.000000E-5	1.434500E-6	0.028690
5.724000	5.000000E-5	1.600500E-6	0.032010
5.735000	5.000000E-5	1.222000E-6	0.024440
5.747000	5.000000E-5	1.771000E-6	0.035420
5.758000	5.000000E-5	1.670000E-7	0.003340
5.769000	5.000000E-5	0.000000E+0	0.000000
5.780000	5.000000E-5	-2.525000E-7	-0.005050
5.792000	5.000000E-5	6.730000E-7	0.013460
5.802000	5.000000E-5	-4.200000E-7	-0.008400
5.774000	5.000000E-5	3.390000E-7	0.006780
5.783000	5.000000E-5	3.375000E-7	0.006750
5.793000	5.000000E-5	2.535000E-7	0.005070
5.805000	5.000000E-5	4.230000E-7	0.008460
5.816000	5.000000E-5	1.010500E-6	0.020210
5.826000	5.000000E-5	4.350000E-8	0.000870
5.838000	5.000000E-5	1.690000E-7	0.003380
5.848000	5.000000E-5	-1.853000E-6	-0.037060
5.831000	5.000000E-5	4.645000E-7	0.009290
5.843000	5.000000E-5	-7.585000E-7	-0.015170
5.853000	5.000000E-5	-5.050000E-7	-0.010100
5.863000	5.000000E-5	6.715000E-7	0.013430
5.873000	5.000000E-5	-7.580000E-7	-0.015160
5.884000	5.000000E-5	2.120000E-7	0.004240
5.895000	5.000000E-5	-2.520000E-7	-0.005040
5.905000	5.000000E-5	-1.770000E-6	-0.035400
5.895000	5.000000E-5	3.815000E-7	0.007630
5.904000	5.000000E-5	-1.391000E-6	-0.027820
5.915000	5.000000E-5	-8.855000E-7	-0.017710
5.924000	5.000000E-5	1.695000E-7	0.003390
5.935000	5.000000E-5	-9.690000E-7	-0.019380
5.946000	5.000000E-5	-6.765000E-7	-0.013530
5.956000	5.000000E-5	-1.772000E-6	-0.035440
5.965000	5.000000E-5	-1.644500E-6	-0.032890
5.964000	5.000000E-5	-1.096500E-6	-0.021930
5.972000	5.000000E-5	-9.260000E-7	-0.018520
5.982000	5.000000E-5	1.053500E-6	0.021070
5.990000	5.000000E-5	-4.300000E-8	-0.000860
6.001000	5.000000E-5	7.185000E-7	0.014370
6.009000	5.000000E-5	-1.260000E-7	-0.002520
6.020000	5.000000E-5	-7.565000E-7	-0.015130
